,Turn,Text,True,Pred
234,0,You have to reboot the iphone and you will see an android logo when the phone reboots.,0,0
235,0,Hmm... Why would an iPhone show an Android logo?,1,5
236,0,Sry..I miss typed that. If it shows the android logo it is not genuine.  Mine are.  I can send you a link to check it out for yourself.,0,0
237,0,"Okay, I see. What is the condition of the phone?Any scratches or cracked glass?",1,1
238,0,"No, no scratches or cracked glass, they are new in the box.  Never opened.",0,0
239,0,How much memory?,5,5
240,0,64GB,0,0
241,0,"That's really good. I don't have a lot of money right now, but I don't want to keep using my brother's hand me down phone. Can you go down to $500?",7,7
242,0,I understand that.  The lowest I can go is 550...they are brand new afterall.,2,2
243,0,"I understand. Could you throw in some headphones? If you do, I'll go the $550.",6,6
244,0,I can deliver it for 550 but I don't have headphones.  You can pick up some on Amazon relatively cheap or Craiglist.,0,6
245,0,Is the phone unlocked?,5,5
246,0,yes it is and can use most any network,0,0
247,0,"Okay then, I'll take the $550 and you deliver it.",0,6
248,0,great!  I'll see you soon.,0,0
249,0,Are the stools still for sale?,0,5
250,0,Yes,0,0
251,0,Are they in good condition? Any wear and tear?,1,1
252,0,They are in like new condition,0,0
253,0,Would you be willing to lower the price?,0,4
254,0,Yes,0,0
255,0,I'll give you 30 for them.,4,4
256,0,That's awfully low. I can do 55,4,3
257,0,"Stools like this are worth $50 new, these are used. I'll do 40.",2,2
258,0,Ok I can do that.,0,0
259,0,Hello there. Are you still selling the Mazda?,0,0
260,0,Yes the Mazda is still for sale.,0,0
261,0,Excellent. How many miles does it have on it? Does it run good?,5,5
262,0,It has 113k miles on it and it runs good.,0,0
263,0,Nice. Okay are you firm on the price or is there room to negotiate?,0,4
264,0,I can negotiate but serious offers only please.,0,4
265,0,"I see these Mazdas going for around 2200 for that mileage, would you take that price?",4,2
266,0,That seems a little on the low side how about we do 2700?,4,4
267,0,2400 and I'll pay today in cash and take it off your hands.,6,6
268,0,2500 and you have a deal.,3,3
269,0,Okay that works for me!,0,0
270,0,"Hello, how much would you like to offer me?",0,0
271,0,Hello. I'm interested in  your handmade kitchen island cart.,0,0
272,0,I am looking for around $350 but i can negotiate,0,0
273,0,That price is quite steep.,4,4
274,0,What is your best offer?,0,0
275,0,It depends. Was the cart professionally made or handmade by you?,5,5
276,0,Handmade by me,0,0
277,0,Is the top pine just like the base?,5,5
278,0,It is all pine,0,0
279,0,How old is it?,5,5
280,0,less than 1 year olf,0,0
281,0,How many shelves does it have?,5,5
282,0,two locking shelfs. I can deliver it for free,6,0
283,0,Great. And how wide is it? I need it to fit well in my kitchen.,5,5
284,0,Approxiametly 45 inches,0,0
285,0,That sounds perfect. Would you take $120 for it?,4,4
286,0,Lowest i'm willing to take is $150,3,3
287,0,"With free delivery, I can do that. $150 is fair.",0,6
288,0,Nice doing business with you.,0,0
289,0,Hi,0,0
290,0,"Hello, I'm interesting in getting rid of this table asap.  Are you interested in buying it?",0,0
291,0,Yes. Is it in good condition? I think it looks very beautiful.,5,5
292,0,"Thank you.  It's in excellent condition.  Can be used as a sofa table or dining room table.  It has 4 extension leaves, custom glass cut to fit game table size.  It is a great table.  I'm asking $1000 but might be willing to negotiate.",0,0
293,0,Can you go lower to about 500 dollars? I am on a tight budget right now.,7,7
294,0,"I understand a tight budget, but you are getting a three in one beautiful all wood table.  If you are willing to pick it up I'll accept $750",6,6
295,0,"I am willing to pick it up. But, I would like to pay 700 for it. Is that okay?",4,4
296,0,Well it's less than I'm asking but I'll accept $700 provided you pick it up tonight.,6,6
297,0,I will. Is it a deal?,0,0
298,0,Deal!,0,0
299,0,Hi- I saw your ad for the Bernal 2 bedroom.  Please tell me more.,0,0
300,0,"Hello, yes! Its a great place. In California 2 baths, nice community, right with other shops. Need I say more?",0,0
301,0,How old is the property?,5,5
302,0,"I actually am not sure, but here is the link for more info.",0,0
303,0,The square footage is a bit small for 3100.,0,4
304,0,"I completely understand, but we put lots of work into this house. Its in great condition! How about 2800?",4,2
305,0,"Why does the listing say ""Calling all mothers?""",5,5
306,0,"It seems like a perfect place for a mother, but it could be for fathers too!",0,0
307,0,what amenities does the apartment come with?,5,5
308,0,"Parks, nice lawns, and resort style ammenities.",0,0
309,0,that's it?,1,5
310,0,Plenty more on our site.,0,0
311,0,"I noticed it's near some busy streets, which will make the location loud and more unsafe.",1,1
312,0,Not necessarily. Its a gated community still.,0,0
313,0,I can move in immediately and pay 3 months up front if you acccept a monthly rent of 1550,6,6
314,0,"Wow, thats so low. I was asking for 3,100. How about 2,000?",4,4
315,0,1800 and you have a deal,3,3
316,0,1950?,4,4
317,0,1900,4,4
318,0,1925?,4,4
319,0,okay,0,0
320,0,DEAL!,0,0
321,0,"Hi I am interested, but would like to know more details.",0,0
322,0,"It is a great unit, modern styling, appliances included. Centrally located.",0,0
323,0,what is your smoking policy?,5,5
324,0,"No smoking indoors, but it does have a back patio and you can smoke there.",0,0
325,0,I don't smoke Just wanted to know if it was smoke free.Do you have a pet policy?,5,5
326,0,"We allow are residents to have cats (there is a deposit for each one), no dogs.",0,0
327,0,how much is that deposit?,0,5
328,0,"Normally $200, but I'm willing to include that in the $2250.",0,0
329,0,"Well that is nice, Are you willing to come down a little in the price?",0,4
330,0,I am if you're not going to have a cat. I can do $2000 flat. That's as low as I'm authorized to go.,3,3
331,0,Well I do have acat. I am wiling to pay the fee if you could do the place for 2025 or 2O00.. could that work?,4,6
332,0,"No, I can do the $2000 + a reduced cat deposit of $100 ($2100 total), but I really can't go any lower.",3,3
333,0,Okay that seems fair.,0,0
334,0,"Hello, could I interest you in a great car?",0,0
335,0,I am interested and am willing to pay 10500,4,4
336,0,"Well, It is a great car and is like brand new.",0,2
337,0,Okay well I can do 11000,4,4
338,0,Do you want to know more about it first?,0,0
339,0,Sure,0,0
340,0,"It has great wheels, great gas mileage, can be picked up at the local dealer.",0,0
341,0,Okay. I am willing to pay 12000,4,4
342,0,Thats not even close. We are gonna have to get to at least 16 to talk. Is that a problem?,4,4
343,0,How about 15000,4,4
344,0,"16,500 and we have a deal.",3,3
345,0,15000 is what I can afford at this time,7,7
346,0,"15,500",4,4
347,0,Okay deal,0,0
348,0,"HI, what color is the phone?",5,5
349,0,white,0,0
350,0,Any scratches or scuffs?,1,1
351,0,a few dings around the edges from cases but the screen only has minor wear. A screen cover was generally on it,0,0
352,0,Are you including the case with the phone?,6,5
353,0,I have 3 cases I'll throw in.,0,0
354,0,Awesome. How much are you asking for it?,0,5
355,0,$90.00,0,0
356,0,that's not bad. How would I get the phone?,5,5
357,0,I can meet locally at the AT&T store or gas station locally,0,0
358,0,Would you be willing to ship it? I'm out of state for a few weeks but i would like the phone.,6,6
359,0,I can arrange that too and take payment through paypal. Sound like a deal?,0,6
360,0,deal,0,0
361,0,hey what's up,0,0
362,0,"Hi, I am interested in this item...how old is it?",5,5
363,0,its pretty old but in good condition,0,0
364,0,Great. Tires and paint in good condition? No rust?,5,5
365,0,"yeah, grandpa really loves his bike :S",0,0
366,0,Hahah..I bet. Okay..I would like to offer $65 and I could meet you and pick-up??,6,6
367,0,I have to say that $90 is the best offer I can take,3,3
368,0,"Geesh. It's a really nice bike, but I only have $75 cash. Are you sure you can't do a better deal?",7,7
369,0,"Grandpa is going to hate me, $75 it is",0,3
370,0,Great...thank you so much and tell grandpa thanks.,0,0
371,0,Hello,0,0
372,0,HI What service are you needing for your phone?,0,0
373,0,I need what you are selling. It is a service right and not a tangible object?,0,5
374,0,Right we can unlock or flash your phone so that you can use your phone on another network as most carriers lock their phones so you are stuck with them.,0,0
375,0,That sounds pretty good. Are you willing to negotiate on the price a bit?,4,4
376,0,Well what cell phone carrier are you with now,0,0
377,0,I am with Cricket,0,0
378,0,"well we actually have a special for their phones right now, we flash your phone so you can use it with metropcs and include your first month of service, a $30 value all for $50",0,0
379,0,"Okay, so how much do you want?",0,0
380,0,It would be $50 everything included that is normally a $80 package,0,6
381,0,"Okay, that works for me.",0,0
382,0,Are you still interested in my 2015 Prius?,0,0
383,0,"YEs, I am, waht color is the interior?",5,5
384,0,It's a mid-gray shade.,0,0
385,0,Cloth interior?,5,5
386,0,"Yes, cloth interior. No stains or tears.",0,0
387,0,"Any dings, dents or scratches on the outside?",1,1
388,0,Not that I've noticed. I've been a very careful driver.,0,0
389,0,"Sure, I know sometimes people ding your doors when they park too close and that's no fault of your own. So I was just wondering if there were any dings.",1,1
390,0,"You're right! Shopping carts are like that too! But no, no dings or dents.",0,0
391,0,"Great. I gotta tell you I really like the car, I but I only have $6,440. Any chance I could get it for that?",7,7
392,0,"I'm willing to negotiate, but that's a bit too low. Honestly, it's a steal at $9200",4,2
393,0,"It is, I just don't have that much. Can you come down any?",7,7
394,0,"I can come down to $8000, but that'd be as low as I could go, reasonably, and that's about half what the KBB value is.",3,3
395,0,Could you do $7500?,4,4
396,0,Is there any way that you could come up just a little bit more? Maybe $7850?,4,4
397,0,"Hello, I see you are interested in my Washing Machine.",0,0
398,0,"Wow, this looks like a great washing machine!",0,0
399,0,Thank you. It is heavy duty with a king size capacity. I am asking $100 for it.,0,0
400,0,"Thats not too bad, but thats a little steep. Isn't it used?",1,1
401,0,"It might be used, but it is in perfect working order. Not even a scratch or ding on it.",0,0
402,0,"Wow, that sounds great. I would love to go 65 for that.",4,4
403,0,That seems a little low. I was selling it at an awesome bargain price as it was. I could do $85 but nothing less. I'm sorry.,3,2
404,0,How about 70 If I come pick it up and pay cash.,6,6
405,0,"I'm going against my own judgement, but I think i'll call it a deal. Especially if your picking it up.",0,6
406,0,Great! I would love to pick it up!,0,0
407,0,"Hi, are you interested in the home?",0,0
408,0,Hi there. Yes I am absolutely interested but I need some details please. Is the location nearby all facilities?,5,5
409,0,"Yes, it is near lots of local businesses, grocery, store, mall, restaurants ect.",0,0
410,0,that's good and is it fully furnished home?,5,5
411,0,"we have a furniture package, but the home is not.",0,0
412,0,okay good to know that. Do you need deposit of any kind?,5,5
413,0,1 month plus 1 month refundable security. So 2 months up front.,0,0
414,0,okay cool works for me but the price is a bit high for me. Can we lower that down a bit?,7,7
415,0,"possibly, what were you thinking?",0,0
416,0,$4320?,4,4
417,0,could you make it 4400?,4,4
418,0,okay works for me then!,0,0
419,0,accept and we will have a deal.,0,0
420,0,Hi were you interested in the trailblazer?,0,0
421,0,"Hi. I am still reading the ad. Yes, I am.",0,0
422,0,"Nice, let me know if you have any questions. I'll do my best to answer them.",0,0
423,0,Are you the only owner?,5,5
424,0,Yes I am the only owner of the vehicle.,0,0
425,0,When was the last time you had the breaks and break pads serviced?,5,5
426,0,The breaks are reliable. I think about 4 months ago I had the pads changed. It needs a tune up in general but the brakes aren't a concern.,0,0
427,0,Has it ever been in any accident?  No matter how minor?,1,5
428,0,"Nope, completely clean slate accident wise.",0,0
429,0,How many miles to the gallon?,5,5
430,0,It's a bigger vehicle. You're looking at around 20. More if it was tuned up a bit.,0,0
431,0,How many cylinders?,5,5
432,0,it's a 6 cylinder. I can lean on the price a little bit just let me know what you're looking to spend.,0,0
433,0,Is it automatic transmission?,5,5
434,0,"Yeah, it's automatic",0,0
435,0,Has it had regular radiator and transmission flushes?,5,5
436,0,Does this car have automatic windshield wipers like every car ever invented?,0,5
437,0,I would assume so. It's a 2013 Mercedes.,0,0
438,0,You assume so? isn't it yours? Is the title in your name?,1,5
439,0,Yes I have a clear title and a clear VIN.,0,0
440,0,"Alright. I live about 200 miles away, if I were to buy it would you deliver to me?",6,6
441,0,And if it doesn't I could throw some in for you ;),0,6
442,0,"The price is pretty high, very high, can you throw out a more reasonable number?",4,4
443,0,Make me an offer.,0,4
444,0,"My brother works for mercedes, so I might get one through him",4,2
445,0,"OK, then go through him.",0,0
446,0,ok..,0,0
447,0,Hi. How are you ?,0,0
448,0,Good u,0,0
449,0,good. have you read through the listing yet?,0,0
450,0,Yes very interested,0,0
451,0,"as it says in the listing, there are some small ccosmetic issues, but the headphones are in excellent working condition. are you ok with that?",0,0
452,0,Does really work or it just sales pitch,1,1
453,0,"It really works. Guaranteed. If you buy and see it doesn't work, you can return it.",0,0
454,0,Do you accept trades,0,5
455,0,depends. what would you trade for?,0,0
456,0,Firearm,0,0
457,0,what type? good condition?,5,5
458,0,Hk416 excellent condition,0,0
459,0,ammo included?,5,5
460,0,No,0,0
461,0,ill accept the trade,0,0
462,0,Sounds good,0,0
463,0,Hello,0,0
464,0,"Hi this desk is in pretty good condition, but it's huge",0,0
465,0,So I need a lot of big guys then?,0,5
466,0,"Yeah, you'll definitely need 3 strong guys.  Only 75 bucks though.  Maybe some friends could help you if you're interested",0,0
467,0,Will a 6 foot box truck do?,5,5
468,0,Yeah that'll do.,0,0
469,0,You willing to negotiate since I will have to pay a couple friends?,4,4
470,0,It's already a pretty low price.  I can give it to you for 65.,4,4
471,0,Can you do $60?,4,4
472,0,How about 63 and i'll help you put it in the truck?,6,6
473,0,Ok sounds good.,0,0
474,0,Awesome. It's a deal.,0,0
475,0,How many hours have you used this for?,5,5
476,0,Probably 24.  It's just too big for my small wrist so that's why I'm selling it.,0,0
477,0,can you ship it to me,5,6
478,0,I can ship it to you if you pay what I'm asking for it.  $150,6,6
479,0,it sells list price for 150. I could just get it on amazon with free shipping for that price brand new,1,6
480,0,Well???,0,0
481,0,"well if you aren't willing to sell it less than list price for a used watch, then I don't think we can come to an agreement",1,2
482,0,"I wouldn't call 24 hours used, but if you want to forego the agreement that's okay.",4,2
483,0,I mean you need to get rid of the watch as it's currently useless to you. I'm willing to give you 130,4,2
484,0,I have to pay for shipping which I would naturally insure it for it's value so I'm firm on $150,3,2
485,0,You will never be able to sell it at the same price of a brand new watch. $138 is my final offer,3,3
