,Turn,Text,True,Pred
109,0,I only have $100 available. I could throw a great bottle of scotch into the deal. Interested?,5,0
110,0,"you've got my attention, what kind of scotch?",1,1
111,0,Johnny Walker Black,0,0
112,0,"Thats pretty close to what I'm asking for this, can you come get it to save me $ on shipping?",5,1
113,0,Do you live near me? I live in Boca Raton.,1,0
114,0,"yeah, about 30 minutes away, do we have a deal, hundo bucks and unopened bottle of JWB?",0,0
115,0,Deal. Ill put the offer in the submit box. Send me your address,0,0
116,0,Hello there.. i was looking for some more info on the truck you have for sale please,1,0
117,0,Sure I can give you any info you like. For starts it was well taken care of and we have never really had any major problems with it. It also recently had new tires put on. What else would you like to know?,0,0
118,0,Has it got any dings been in any accidents?,2,2
119,0,"Never been in any accidents and it has no dents, dings or scratches.",0,0
120,0,No rust?,2,1
121,0,"none, it is in great condition.",0,0
122,0,Would you take $4800 for it?,3,3
123,0,$4800 is too low for me. It is pretty low miles for a great work truck like this. I can go down to $6000.,4,4
124,0,hmm thats still a little much for me how about we meet in the middle and $5500,3,3
125,0,As long as you can meet me at my place then $5500 is acceptable to me.,5,0
126,0,I can do that!!,0,0
127,0,"Hello, are you looking to rent out this Apartment?",0,0
128,0,Hello! Appears to be a lovely apartment.,0,0
129,0,"We are currently renting these out after renovation. It is a two bedroom, one bath apartment with a brand new kitchen and stainless steal appliances.",0,0
130,0,Are they ready for move in at this time?,1,0
131,0,Whenever! These are available now for a one year lease. Rent is due at the price of $2200. How does that sound to you?,0,0
132,0,A bit higher than I expect for the neighborhood. Crime database shows there's been an increase in home robberies the past year.,4,4
133,0,"That is understandable, but we do have other people making offers for this space. The lowest I will go is $1850 a month.",6,6
134,0,I can lease for about $1600 a month.,3,3
135,0,$1725 a month and you have a deal!,3,0
136,0,"After considering the costs of utilioties, and security deposit, the absolute maximum I can afford is $1672.",4,5
137,0,Deal!,0,0
138,0,"Hello, are you interested in the end tables?",0,0
139,0,Yes very! Can you give me some details on it?,1,1
140,0,"2 hexagon tables 27"" at the widest (corner to corner) and 19"" tall oak wood, no stains and from non-smoking home",0,0
141,0,Sounds awesome! How much are you willing to sell it for?,0,0
142,0,I really wanted to ask 80 a piece since they are in excellent condition but today is your lucky day!  150 takes both of them.,0,0
143,0,I am will to pay 120 for both as I am on a tight budget!,7,7
144,0,"I understand budget constraints but these are oak tables, no stains and excellent condition.  140 and I'll deliver them",5,5
145,0,Ill pay $135 and you have a deal!,3,3
146,0,ok I'll accept 135 but you will have to pick them up.  deal?,5,5
147,0,Deal!,0,0
148,0,I take it your interested in the cargo van?,0,0
149,0,"Yes, however the price seems a bit high. Are you willing to negotiate?",3,3
150,0,I can a little but it is great condition and low miles so it is already a great deal.,4,0
151,0,"I would be willing to offer you $2,500",3,3
152,0,I can't go that low. I'll keep it for a back up at that price. I can do $3900,6,3
153,0,"I would come up to $2,750",3,3
154,0,Sorry that is just way to low.,6,3
155,0,"My last and final offer would be $3,000. That is more than fair for a vehicle that is almost 15 years old.",4,4
156,0,It is a one owner and I have all the maintenance records. I could go $3800,4,4
157,0,"3,000 is my final offer",6,6
158,0,I can't go that low. Sorry,3,6
159,0,"Hi there, can you give me some more info about the bike you have for sale please",1,0
160,0,"Sure, I has a really comfortable and adjustable seat. It's a couple of years old but there is hardly any wear.",0,0
161,0,has it been kept inside?,1,1
162,0,"Yes, I store it in my garage to keep it out of the elements.",0,0
163,0,So there is no rust on it?,2,1
164,0,"Nope, It was repainted recently. It looks like new. I'm selling it for $1300. Are you interested?",0,0
165,0,"i am very interested i was wondering $1300 is a little high for me, does it come with any accessories?",5,4
166,0,I can throw in a helmet and some knee pads. I also have riding gloves. They're pink if that's okay with you.,0,5
167,0,That would be great would you take $800 for everything?,3,3
168,0,That's really low for such a great bike. How about $1000?,4,3
169,0,Can we meet in the middle and say $900?,3,3
170,0,Okay. That'll work. $900 it is.,0,0
171,0,What all does the phone already have on it?,1,1
172,0,The phone is completely erased with no leftover data from the previous user.,0,0
173,0,I was hoping for music or something. Do you have the manual>,1,0
174,0,"There is a manual and there is iTunes leftover credit for $12, so you can buy some music with that.",0,0
175,0,Is the screen like new?,2,1
176,0,"Yes! No scratches. It currently has a screen protector on it, which you can chose to keep on or take off.",0,0
177,0,I could offer $230.00,3,3
178,0,I would sell for $300.,3,3
179,0,$250?,3,3
180,0,$280 with headphones.,5,0
181,0,I could do $255 with the headphones.,5,5
182,0,I would do $265 without the headphones or $280 with headphones.,3,5
183,0,I'll meet you half way at $260 with the headphones.,3,5
184,0,Sure.,0,0
185,0,What is the lowest price you are willing to accept?,0,3
186,0,How old is this sofa,1,0
187,0,"I don't remember exactly, but I think I bought it about 5 years ago.",0,0
188,0,What is the color?,1,1
189,0,It's light grey... In a dark room it looks as if it's almost white.,0,0
190,0,Okay. In your ad you stated you had it only for a year but now you say you think you bought it about 5 years ago. Which is correct?,2,0
191,0,"Originally I had bought it for my son for his apartment. However, he's got married and I needed a new sofa for my man cave. So he gave it to me. My wife wants to turn my man cave into a sewing room so I have to sell it.",0,0
192,0,"Okay so it has been used by two different people then? I am interested in the sofa, however, the price you are asking is a bit steep for a sofa that is 5 years old and used by two different people. Are you willing to negotiate on the price?",4,0
193,0,Understood... How about if I lower it to $300 and I'll even deliver it to you myself.,5,5
194,0,"If you could go to $200, I would come and get it today with cash in hand.",5,5
195,0,That's a little lower than I wanted to get for it. How about $260 and I'll deliver it.,5,5
196,0,Can you do $220 with me picking it up? It is 5 years old.,5,5
197,0,Deal.,0,0
198,0,"Hi, you're interested in the Cx-9?",0,0
199,0,"Yes, I am. Has it been in any accidents?",2,2
200,0,"It's been in a couple minor accidents, but I can assure you that it only resulted in cosmetic damage. I still have the recipts from the body shop to show what was replaced.",0,0
201,0,"Well the interior looks nice from the picture but what color is it? Also, did you smoke in it?",2,1
202,0,It's a light silver color. Smoke has never entered this beauty.,0,0
203,0,"I agree, it is a beauty but it does have a lot of miles and is over 10 years old so $8800 is too much for me. How would you feel about $6500?",4,3
204,0,"I have another buyer willing to pay $7000 at the moment. If you could beat that price, we may have a deal.",4,3
205,0,I'm going to pull a price is right move. Would you take $7001 in cash today?,5,3
206,0,"I was hoping to at least hit the $7500 mark, but that move was witty enough for me to agree to it! You made my day, honestly.",0,3
207,0,Awesome. It's a deal.,0,0
208,0,make an offer,0,0
209,0,100,3,0
210,0,ok... that's lower than i want. remember this bed doesn't need a box srping because of the frame. it's a neat bed. hard to find a bed like that,4,4
211,0,95,3,0
212,0,that's not really the direction you should be going. i've listed it for 150 which is already a steal.,4,0
213,0,"sorry bout that, my finger slipped",0,0
214,0,"no problem. at 150, it's already a steal. rare hard to find bed like this? for 150? good deal, man",4,3
215,0,"ya, i meant 105 for your trouble. sorry bout that. you're right...it's a great deal at 105",3,3
216,0,"105 is still too low, i say we go with 125 split the difference",3,3
217,0,"in accidently put the 0 in front of the 5. But ya, I can do 125 if there is something extra you can offer. Can you meet that?",5,5
218,0,ok i can deliver it for you at 125,5,5
219,0,120 and free delivery and you have a deal,6,5
220,0,that doesn't work.,6,0
221,0,"Hi so I'm interested in buying the bedroom set, are there any scratches?",2,2
222,0,"No scratches, it's in very good condition",0,0
223,0,"Great, how much can you reasonably come down to?",0,3
224,0,Well the item is listed for $350 how much are you looking to spend,3,0
225,0,"Well a new bedroom set like this I could probably buy from the store for $500, so I'd have to say since it's used it needs to be in the 150 price range.",4,4
226,0,"Last time I was in the store, a whole bedroom set which included the bed, dresser and two night stands was on sale for $1500 brand new.  I can go as low as 275.00",4,4
227,0,"I still can't do that, look if you deliver it I can literally go down to $240 no lower.",5,5
228,0,I can do $240 as long as you're in a 15-mile radius.,5,3
229,0,I can be there in an hour.,0,0
230,0,you need to accept the $240 offer,0,3
231,0,Does it offer bluetooth?,1,0
232,0,It doesn't i'm sorry,0,0
233,0,Well that will effect my final price...is it a 2-way speaker?,1,0
234,0,I'm not sure what you mean by 2-way,0,0
235,0,It just is something about the sound resonation I think I really do not know the specifics I just know you shpuld make sure any speakers you buy are two way.,1,0
236,0,Sine I don't know that I will be able to lower the price for you if that helps.,0,3
237,0,Yes it would...can you tell me what btu it pushes?,1,0
238,0,Again I'm not sure. This is my sons so I don't know much about it except that he asked if I could sell if for him.,0,0
239,0,Ok I am going to submit my offer for the speaker directly.,6,0
240,0,Okay that's good,0,0
241,0,"Hi, can I have pets?",1,0
242,0,Does cable come wih it?,1,1
243,0,"No but water, trash, gas and two side by side underground parking spaces near the elevator are just a few of the amenities the place has to offer.",0,0
244,0,Would I be able to have a pitbull?,1,1
245,0,Does it have all its shots? Is it neutered or spayed?,1,1
246,0,"It has all its shots. I was thinking I will offer $1924,but I am flexible to go higher.",3,3
247,0,I am sorry I can not let it go for that low...not taking into account a 60lbs dog as well.,4,0
248,0,Make me an offer,3,0
249,0,See final offer directly...,6,0
250,0,Sounds good. When can I sign the lease?,0,0
251,0,"Hi, you're selling a FitBit Flex and bands?",0,0
252,0,Yes I still have them!,0,0
253,0,"Excellent, what kinds of bands are they?",1,1
254,0,"It comes with the original black band, a blue band and a red band.",0,0
255,0,"Oh cool, 3 bands. That's good. I can offer you 40 dollars, what do you think?",3,3
256,0,The lowest I can go is $50 if you come and pick them up with cash.,5,5
257,0,"Your ad doesn't mention a charger, do you have one?",1,2
258,0,Yes it comes with the charger and original box.,0,0
259,0,"Hmmmm. If I come pick them up, how about 45?",5,5
260,0,"Ok, that's fair.",0,0
261,0,Hi are your chairs still available?,0,0
262,0,Yes I'm still selling the chairs.,0,0
263,0,Great what kind of shape are they in?  It is hard to tell from the picture. And how old are they?,2,1
264,0,They are only a couple years old and they are in great condition still they haven't seen much use and there is no visible wear and tear.,0,0
265,0,So I just moved to the area and really need Would you be willing to help me out on the price?,0,3
266,0,I can work with you on the price a little. Make me an offer,0,3
267,0,My limit is really only $50 a piece.  I would like them both but I really only need one.,3,0
268,0,I can come down to 220 but you have to get both of them.,5,3
269,0,There is no way that I can go that high.  I only have 200 to my name until next week.  I can do 150 for both.  I really need these because I don't have any furniture at all and these would be perfect.,7,4
270,0,If you only want one I can sell you one for $130,3,3
271,0,Hello there. Do you still have the dresser?,0,0
272,0,Sure do.  Is $400 okay?,0,0
273,0,Well how is the condition?,1,1
274,0,"Excellent, just like the posting says.",0,0
275,0,The listing doesn't say the condition but okay great. What kind of wood is it made from?,2,2
276,0,"The listing says it's in excellent shape, and also that it's made from teak. Do you want the dresser or not?",0,0
277,0,400 is too high for me. How about 300?,3,3
278,0,"I can do $375, and that's if you take care of the ring on top of it that I mentioned.",3,5
279,0,350 and we have a deal.,6,6
280,0,Sounds good.,0,0
281,0,"Hello, I am interested in buying your product.",0,0
282,0,Great!,0,0
283,0,Will you describe your product to me?,1,0
284,0,"Sure. It's Fender Champion amplifier. Aside from some slight rust on the corners, it's in great condition.",0,0
285,0,"That's good, how long have you had it?",1,1
286,0,"A couple years, I used it for practice and it has treated me well.",0,0
287,0,That's great. Do you think you could go a little lower on the price?,0,3
288,0,"I can work with you a little, but I'm hoping to put the money towards some new equipment. I'm willing to knock $5 off if you're willing to pay in cash.",5,5
289,0,Could you do $35 and I will pay in cash.,5,5
290,0,"That's too low, but if you're willing to come get it as well, I can do $37.50.",5,3
291,0,That sounds fair,0,0
292,0,Great.,0,0
293,0,"Wow, this all looks really nice!",0,0
294,0,"Hey there! I am glad you think so. I did too, but now we no longer need these so hopefully you can find some good use.",0,0
295,0,"Wow, great! That must be you are going to give me a great deal!",0,0
296,0,For sure I can offer you all these chairs at a great low price of 950.00,0,3
297,0,"Wow, thats steep still! I can pay cash right now for 450",5,0
298,0,"I understand, these are high quality business chairs. Production is guaranteed! I will not only offer you them at 950 I can throw in an additional 2 more chairs.",5,5
299,0,"Thats great, but I do not need any more. How about 500 for whats listed?",3,3
300,0,I think at this point if I would go any lower it would most likely be 800.00 which is a steal in all honesty.,3,4
301,0,That is still a lot. I think we cannot agree. It's been a pleasure though.,6,0
302,0,I agree. You have a nice day!,0,0
303,0,How can I assist you with my one bedroom apartment that is for rent?,0,0
304,0,Hi can you tell me more about the apartment,0,0
305,0,Absolutely! This is a beautiful apartment. It is located in the heart of Richmond with walking distance to Bart.,0,0
306,0,Is the parking covered?,1,1
307,0,Yes it is!,0,0
308,0,"I am on a bit of a budget, and am trying to stick close to $1400",3,7
309,0,"With this beautiful apartment, I can't go that low. I am very sorry. However, I would like to point out that this is a very contemporary place to live.",4,0
310,0,Would you be able to do $1480?,3,3
311,0,I would feel comfortable coming down to $1550. How does that sound to you? This place has new air conditioning for these hot months and furnace to keep you warm in the winter.,4,0
312,0,$1550 is too high. I am willing to sign a 3 year lease at 1500,5,3
313,0,That is very tempting but I would feel much better at $1550.,3,3
314,0,You can't be a little flexible?,2,1
315,0,I could come down to $1525,3,3
316,0,1515?,3,3
317,0,$1515 with a three year lease?,0,5
318,0,yes,0,0
319,0,Hello I am interested in your listing,0,0
320,0,"this is an antique vanity. its gorgeous. I have to move, so have to get rid of it. i'm asking $650",0,0
321,0,"It looks nice in the photo, however I am concerned that there seems to be some damage to the finish...",2,0
322,0,"there is a little damage, but it can easily be refinished. I'm willing to drop the price to $600 so that you can cover the cost of the repairs",5,5
323,0,"Refinishing is quite expensive, i'm not sure that would cover it. I was thinking more along the lines of about $450",4,4
324,0,"I'll arrange to have it refinished, and pay for that out of pocket, if you agree to $600 purchase price",5,5
325,0,That seems overly complicated. I'd rather get the refinishing done myself and not have to put out so much cost upfront.,4,0
326,0,"in that case, best I can do is $550. take it or leave it",6,6
327,0,"You seem kind of rude, so I'd rather not. Thanks anyway.",2,0
328,0,"I appreciate the offer, but no thanks.",0,0
329,0,"Hello, I am interested in this iphone and wanted to know about your acceptable price.",0,0
330,0,"I have it listed as 95 firm, and feel that's more than a fair price.",6,0
331,0,I thought of a budget upto $50. Further got attracted by this iphone.,3,7
332,0,No.  I'm sorry there is no way I can take 50 for it.,6,3
333,0,can you elaborate the other features this iphone has..?,1,1
334,0,"You do see, correct that these are two phones?  One is iphone 5 and other 4.  What specific features are you looking for?  They are iphones, so do pretty much everything.",0,0
335,0,are you sure that the physical damage is a minor one..? whether it will affect the performance?,1,1
336,0,It has not seemed to affect performance.  And only the 5 has some physical damage.,0,0
337,0,okay. shall we make it for $60. I will adjust my budget somehow..,7,0
338,0,No.  I can't go that low.,6,6
339,0,how much can you come down from $95?,0,3
340,0,I cannot and will not go lower than 85,6,3
341,0,Let it be for both of us to down & up. Finalize for $65.,3,3
342,0,I won't go lower than 85.  Sorry,6,3
343,0,"Last deal for $70, because I like these iphones very much.",3,0
344,0,70 will not work for me,6,0
345,0,Okay. Then I'll have to quit and look for some other phones.,6,0
346,0,"I understand.  I am willing to  go half way between with you.  But, seriously, that is all I can do.  What if we split the difference and go 77 for both phones.",3,3
347,0,I would like to know more about this chair,0,0
348,0,Its a great chair with lots of support. It was made by Herman Miller.,0,0
349,0,What condition is this item in,1,0
350,0,Great condition! Lightly used.,0,0
351,0,What is the least you would accept,3,0
352,0,Probably 370 and I will deliver it.,5,5
353,0,Deal I will send the offer!,0,0
354,0,Do we have a deal?,0,0
355,0,Yes,0,0
356,0,Should I deliver it?,0,1
357,0,Yes,0,0
358,0,Good! Deal!,0,0
359,0,"Hello, I am interested in your service.",0,0
360,0,nice unlocked phone,0,0
361,0,what features do u need,0,0
362,0,So you are able to unblock me from T-mobile?,1,0
363,0,yes,0,0
364,0,Am I able to both call and text with the service?,1,1
365,0,yes sure can,0,0
366,0,"Great, the service price seems a bit high. Would you accept 25?",3,3
367,0,that would be a bit low,3,3
368,0,How about 30>,3,3
369,0,ok,0,0
370,0,Hi can you tell me something about this item?,1,1
371,0,"It's in good condition. The back adjusts to three positions. And I have a futon pad, too, if you would need one.",0,0
372,0,Well...it's a little out of my price range. I have my own mattress. Could you take 15.00?,7,3
373,0,No. That's less than half of what I'm asking. How about $35?,3,3
374,0,I could do 35.00 if you can deliver it.,5,5
375,0,"Could you give me some gas money, also, say ten bucks?",5,1
376,0,"No, I can 30 and pick it up myself.",5,5
377,0,How about $34 and you pick it up?,5,5
378,0,I think I'm being more than fair offering 30.00,3,3
379,0,"I'll meet you in the middle. How about $32 and I'll deliver it free, not asking for gas money.",5,5
380,0,Sure. that works for me.,0,0
381,0,Hi are you interesting in the phone listing?,0,0
382,0,is the phone ill for salest,0,0
383,0,"Yes, I've still got the phone available. Did you have any questions about it?",0,0
384,0,whats the screen size,1,0
385,0,The s7 edge boasts a 5.5 inch screen which is in flawless condition. Most of this phones items are completely unopened.,0,0
386,0,does the phone have a warranty,1,0
387,0,"It comes with a 1 year warranty, yes.",0,0
388,0,i can offer you $80,0,3
389,0,I can't go that low unless you have a trade in. this is a 400 dollar phone. We could meet somewhere in the middle like 200?,3,3
390,0,if the phone is flawless i can give you an extra $100 that makes it$180,5,0
391,0,Yeah it's flawless. If you trade in your old phone with it I will do 180,5,0
392,0,i can do that when can i pick it up.,0,0
393,0,As soon as possible. You got yourself a deal!,0,0
394,0,Hi iam interested in your MicroSD Card for sale,0,0
395,0,Good.  What is your offer?,0,0
396,0,"I would like to offer  you 65.00, I know their worth and that seems of correct value to me.",3,3
397,0,"Well I think there are a lot of opinions about the value, and I think it's good to open a dialog about the value.",3,0
398,0,"This is true, There are larger ones for same price, so I feel my price is fair. I would also pick up the item at your convience.",4,0
399,0,That's interesting.  I've seen ones my size sell for $85 in some places!  Picking up the item is a good offer too!,0,0
400,0,"Really? I have seen them cheaper then that. How about I pick up the item anytime you are free, and I pay 69 for it?",5,5
401,0,That's a pretty good offer.  Is it possible for you to come up to $71?,3,3
402,0,Since I am picking it up I would like to stay at the 69.,6,0
403,0,"Hmm...Okay, let me think about if for a minute.  You will definitely like this SD card.",0,0
404,0,"I am sure I will, it seems great, I also think you will like not having to leave your home or go out of your way. I would love to buy it, I could even meet you in the middle at 70.00.",5,3
405,0,That sounds even better.  I accept your offer and look forward to seeing you.  I'm glad we could come to an agreement!,0,0
406,0,"hey, man i gotta say this seems a little over priced",3,0
407,0,"For a Royce Union? No, these go for $1200 brand new, I'm only selling in because I have medical bills for my daughter I need to pay.",7,5
408,0,how old is your daughter?,0,1
409,0,12,0,0
410,0,"1200, new ? I have a hard time believeing that",3,3
411,0,"Look it up, these are very high end bikes",3,0
412,0,"i mean, it seems like you just like the number 12. ain't gonna google this mang",2,0
413,0,"Ha, I didn't even notice that, but yeah, it's all true, would you like to take it for a ride?",3,0
414,0,"nah, but i'll offer you 70$",3,3
415,0,"No, I really need the $120, her last doctor visit was that much alone.",7,0
416,0,"u should get some better insurance, and sell me it for $80, cuz of that tip i just gave u",3,0
417,0,"That is with really good insurance, it's just Obama care sucks. Lowest I can go is $115",6,6
418,0,man u drivin=g such a hard bargani. i'l give u 90,3,0
419,0,"I can't man, I gotta feed my 12 kids too",7,0
420,0,there u go,0,0
421,0,Hi,0,0
422,0,I like the Dodge. What are you asking?,1,0
423,0,"10,900 still runs really well",0,0
424,0,"For a salvage title? With 87,000 miles? What happened to it? Was it in an accident?",2,0
425,0,No accident just has the roof dent but everything else is fine and in good condition,0,0
426,0,"Okay. How about 7,500?",3,3
427,0,"The value of the car is worth 12,000 and im selling only for 10,900",3,0
428,0,"With a clean title maybe, but can't go that high for a salvage title even if running well. I can go as high as 8,500. Final offer",6,4
429,0,"How about 10,000 and i will fix the dent for you",5,5
430,0,"If you fix the dent, we can do 9,500. Sound good?",5,5
431,0,Ok that will work,0,0
432,0,Great,0,0
433,0,I am interested in the Benz. How much for it?,1,0
434,0,I am asking $26800.,0,0
435,0,How many miles on it?,1,1
436,0,"Only 16,473.",0,0
437,0,Has it had any major repairs?,2,2
438,0,"No, it has been accident free and in great condition.",0,0
439,0,Why are you selling it?,2,2
440,0,"starting to expand our family, time for an suv and baby seat.",0,0
441,0,I can give you 17000. That will buy a lot of diapers.,3,5
442,0,I need the SUV. That is just way too low for me. Sorry you need to come way up.,3,3
443,0,"I can do 20,000 if you throw in a 3 year warranty to cover any repairs that might naturally arise",5,5
444,0,"There is a warranty in place, so that is not a problem. But I need a minimum of 25000",6,0
445,0,How long is the warranty?,1,1
446,0,Ten more years.,0,0
447,0,22500 and you got a deal,6,0
448,0,"nO SORRY i am firm on the 25,000 being my lowest offer.",6,6
449,0,Can't do it.,0,0
450,0,Hello how are you?,0,0
451,0,"I am great, how are you? I see you're interested in my Blu RD H1 cell phone",0,0
452,0,Yes I don't know much about it. Is 16,0,0
453,0,"It's a lovely phone -- it's got 16gb of internal storage space, expandable up to 32gb. It also has 2gb ram and a nice 3ghz quad core processor, making it a powerhouse for productivity and playing games flawlessly",0,0
454,0,How old is the phone?,1,1
455,0,"it came out a year ago, but this one I am selling I've only had for 3 months. I'm only selling because I have decided to go with iPhone instead of Android because of work. The phone comes with a case, which has been on it since the moment I took it out of the bxo",0,0
456,0,What color is the case?,1,1
457,0,"Black and blue, silicone case with a hard shell and raised corners for extra protections",0,0
458,0,I need to get it cheaper what is best you can do?,3,0
459,0,"I can do $40. The phone goes for $60 new on Amazon and I've only had it 3 months, plus it comes with the case that cost $20. It's a great deal. Also includes the factory charger",5,0
460,0,Ok I can do that.,0,0
461,0,Sounds great!,0,0
462,0,What would you like to know about the Ipad I am selling?,0,0
463,0,There condition in absolutely fine?,1,0
464,0,Yes. I always kept in a case and only used it about once a month.,0,0
465,0,"Okay, well I can give you $175 today for it?  Can you do that for me?",3,3
466,0,I was hoping to get a little more. Can you go a bit higher?,3,3
467,0,$180?,3,3
468,0,This is in mint condition with the charger and original box. How about 190?,5,4
469,0,"I'm sorry, the most I can spend is $185",7,6
470,0,185 is agreeable. Thanks.,0,0
471,0,Thank you!,0,0
472,0,i like to buy this product,0,0
473,0,Hello. Are you interested in the phone?,0,0
474,0,Sure. It's $10 for all the batteries.,0,0
475,0,can you give it for 6.5,3,0
476,0,I can go $8.,3,0
477,0,how about 7,3,3
478,0,I'll tell you what. If you can do $8. I'll throw in a spare charger.,5,5
479,0,7.5 $ will be a good deal for both of us. what do you say,3,0
480,0,Okay $7.50 but no charger. Deal?,5,0
481,0,deal,0,0
482,0,Pleasure doing business with you!,0,0
483,0,thank you,0,0
484,0,What a great car. How many miles does it have?,1,1
485,0,"Hi, It has 234K miles on it,mainly highway miles from traveling to work.",0,0
486,0,That's fairly high mileage. How does it run?,1,1
487,0,Yes it is alot of mileage but mainly from highway use. I have never had any problems with the truck other than usual maintenance like new brakes and tires. I have had the oil changed every 3000 miles as well. The truck still runs like new !,0,0
488,0,How many owners?,2,1
489,0,"I am the only owner, I bought it new in 2010.",0,0
490,0,What else can you tell me about it?,1,1
