,Turn,Speaker,Text,True,Pred
157,0,1,Hi.,Not-a-strategy,Counter Argumentation-Contesting
158,0,1,"No, I have not heard about that charity.",Not-a-strategy,Counter Argumentation-Contesting
159,1,1,"Yes, I would love some information.",Not-a-strategy,Counter Argumentation-Contesting
160,2,1,How do they help the children?,Hesitance-Hesitance,Counter Argumentation-Contesting
161,3,1,That sounds great.,Not-a-strategy,Counter Argumentation-Contesting
162,3,1,How can I get involved?,Not-a-strategy,Counter Argumentation-Contesting
163,4,1,I would really like to help.,Not-a-strategy,Counter Argumentation-Contesting
164,5,1,"Yes, I'm interested.",Not-a-strategy,Counter Argumentation-Contesting
165,5,1,I can give $0.60 cents.,Not-a-strategy,Counter Argumentation-Contesting
166,6,1,Really?,Not-a-strategy,Counter Argumentation-Contesting
167,6,1,Does the charity feed the children in the USA or abroad?,Hesitance-Hesitance,Counter Argumentation-Contesting
168,7,1,That is amazing.,Not-a-strategy,Counter Argumentation-Contesting
169,7,1,Is there any other way to get involved besides donating?,Not-a-strategy,Counter Argumentation-Contesting
170,8,1,"Okay, I will think about it.",Not-a-strategy,Counter Argumentation-Contesting
171,8,1,What do you do in the organization?,Not-a-strategy,Counter Argumentation-Contesting
172,9,1,Thank you very much.,Not-a-strategy,Counter Argumentation-Contesting
173,9,1,I will happily donate 60 cents.,Not-a-strategy,Counter Argumentation-Contesting
174,0,1,ya fine morning what about you,Not-a-strategy,Counter Argumentation-Contesting
175,1,1,Yes I know that organization.,Not-a-strategy,Counter Argumentation-Contesting
176,1,1,you have idea donate to that charity,Not-a-strategy,Counter Argumentation-Contesting
177,2,1,ok nice.,Not-a-strategy,Counter Argumentation-Contesting
178,2,1,how much u pay,Not-a-strategy,Counter Argumentation-Contesting
179,3,1,ok. than how is you family,Not-a-strategy,Counter Argumentation-Contesting
180,4,1,oh ok. i love children's very much.,Not-a-strategy,Counter Argumentation-Contesting
181,4,1,so i donate that charity,Not-a-strategy,Counter Argumentation-Contesting
182,5,1,yes .,Not-a-strategy,Counter Argumentation-Contesting
183,5,1,where are you,Not-a-strategy,Counter Argumentation-Contesting
184,6,1,VANCOUVER.,Not-a-strategy,Counter Argumentation-Contesting
185,6,1,WHAT ABOUT YOUR JOB,Not-a-strategy,Counter Argumentation-Contesting
186,7,1,why you laugh.,Not-a-strategy,Counter Argumentation-Contesting
187,7,1,i am also laughing .didn't tell anything,Not-a-strategy,Counter Argumentation-Contesting
188,8,1,i am not working.,Not-a-strategy,Counter Argumentation-Contesting
189,8,1,seeking job,Not-a-strategy,Counter Argumentation-Contesting
190,9,1,i will plan to donate 50 cents to charity,Not-a-strategy,Counter Argumentation-Contesting
191,10,1,"Good luck to you in your job search, things will be bettter for you in the future.",Not-a-strategy,Counter Argumentation-Contesting
192,10,1,Good things will happen to you when you do good things for others.,Not-a-strategy,Counter Argumentation-Contesting
193,10,1,God bless and good morning.,Not-a-strategy,Counter Argumentation-Contesting
194,0,1,what is the donation for?,Not-a-strategy,Counter Argumentation-Contesting
195,1,1,i would love to donate for childrens' cause,Not-a-strategy,Counter Argumentation-Contesting
196,2,1,i would love to donate .30 for sure,Not-a-strategy,Counter Argumentation-Contesting
197,3,1,"yes, i do.",Not-a-strategy,Counter Argumentation-Contesting
198,3,1,i have three kids.,Not-a-strategy,Counter Argumentation-Contesting
199,3,1,do you?,Not-a-strategy,Counter Argumentation-Contesting
200,4,1,"without a doubt, every kid on this planet deserves the best.",Not-a-strategy,Counter Argumentation-Contesting
201,4,1,therefore we should do our best to make that happen,Not-a-strategy,Counter Argumentation-Contesting
202,5,1,okey.,Not-a-strategy,Counter Argumentation-Contesting
203,5,1,thank you so much for offering your help for childrens' donation,Not-a-strategy,Counter Argumentation-Contesting
204,6,1,bye now.,Not-a-strategy,Counter Argumentation-Contesting
205,7,1,i really hope this will somehow help to enhance the current situation of kids who are in need of money,Not-a-strategy,Counter Argumentation-Contesting
206,8,1,i wish everybody could fight to make lives better of the kids,Not-a-strategy,Counter Argumentation-Contesting
207,9,1,i am donating .30 cents for your organization.,Not-a-strategy,Counter Argumentation-Contesting
208,0,1,"Hey, I'm doing great, how are you?",Not-a-strategy,Counter Argumentation-Contesting
209,1,1,Oh absolutely!,Not-a-strategy,Counter Argumentation-Contesting
210,1,1,I think it's very important to donate to charities.,Not-a-strategy,Counter Argumentation-Contesting
211,2,1,I don't have the money right now to donate.,Self Pity-Empowement,Counter Argumentation-Contesting
212,2,1,I will defiantly be donating at the first of September though.,Source Derogation-Contesting,Counter Argumentation-Contesting
213,2,1,I will try to donate at least five dollars.,Not-a-strategy,Counter Argumentation-Contesting
214,3,1,Oh yeah defiantly.,Not-a-strategy,Counter Argumentation-Contesting
215,3,1,Out of the earnings I earn from this survey I would probably donate at least half.,Not-a-strategy,Counter Argumentation-Contesting
216,3,1,It's only fair.,Not-a-strategy,Counter Argumentation-Contesting
217,4,1,Yeah it's very important to help someone that is less fortunate than yourself.,Not-a-strategy,Counter Argumentation-Contesting
218,4,1,Especially if they are children.,Not-a-strategy,Counter Argumentation-Contesting
219,5,1,At this time I can't donate any amount.,Self Pity-Empowement,Counter Argumentation-Contesting
220,5,1,However I will donate later.,Source Derogation-Contesting,Counter Argumentation-Contesting
221,6,1,Sure I will donate 30%.,Not-a-strategy,Counter Argumentation-Contesting
222,7,1,Same to you!,Not-a-strategy,Counter Argumentation-Contesting
223,7,1,Most people wouldn't give anything and it makes me really happy to meet someone that would help with whatever they can.,Not-a-strategy,Counter Argumentation-Contesting
224,8,1,I guess in America you don't really understand what other countries go through.,Not-a-strategy,Counter Argumentation-Contesting
225,8,1,That's awesome you have been to other countries. I don't mind helping at all.,Not-a-strategy,Counter Argumentation-Contesting
226,9,1,"North Carolina, I've been to Florida once, it's nice.",Not-a-strategy,Counter Argumentation-Contesting
227,0,1,Good how are you?,Not-a-strategy,Counter Argumentation-Contesting
228,1,1,I have heard of that organization.,Not-a-strategy,Counter Argumentation-Contesting
229,1,1,I have seen a lot of commercials on TV for it.,Not-a-strategy,Counter Argumentation-Contesting
230,2,1,Agreed.,Not-a-strategy,Counter Argumentation-Contesting
231,2,1,Any organization who promotes rights for those who don't have the platform to speak up is a wonderful charity.,Not-a-strategy,Counter Argumentation-Contesting
232,3,1,I have thought about it in the past.,Not-a-strategy,Counter Argumentation-Contesting
233,4,1,Yes it is hard to tell whose interests really lie in the movement they promote.,Information Inquiry-Contesting,Counter Argumentation-Contesting
234,4,1,"I like to research organizations first to see if the money I give is really going to the cause, or if it is wasted by high overhead costs.",Information Inquiry-Contesting,Counter Argumentation-Contesting
235,5,1,Absolutely.,Not-a-strategy,Counter Argumentation-Contesting
236,5,1,It makes you look at your own children (if you have any) and think if that was them how would I cope?,Not-a-strategy,Counter Argumentation-Contesting
237,5,1,It's the reason I go to work everyday.,Not-a-strategy,Counter Argumentation-Contesting
238,5,1,"To make sure that they have all that they need, and more than I ever had.",Not-a-strategy,Counter Argumentation-Contesting
239,6,1,I did not.,Not-a-strategy,Counter Argumentation-Contesting
240,7,1,How do I do that?,Not-a-strategy,Counter Argumentation-Contesting
241,7,1,I would like to give 100% of the task payment.,Not-a-strategy,Counter Argumentation-Contesting
242,8,1,Awesome.,Not-a-strategy,Counter Argumentation-Contesting
243,8,1,I will do that.,Not-a-strategy,Counter Argumentation-Contesting
244,9,1,"Yes, it will be nice to know that I was able to give to them.",Not-a-strategy,Counter Argumentation-Contesting
245,0,1,hello,Not-a-strategy,Counter Argumentation-Contesting
246,1,1,Depends on which one you are talking about.,Not-a-strategy,Counter Argumentation-Contesting
247,2,1,Sounds interesting but can you be a bit more specific?,Not-a-strategy,Counter Argumentation-Contesting
248,3,1,Does it help children in this country or in another country?,Hesitance-Hesitance,Counter Argumentation-Contesting
249,4,1,Great!,Not-a-strategy,Counter Argumentation-Contesting
250,4,1,I believe my money should first focus on children in need in this country.,Counter Argumentation-Contesting,Counter Argumentation-Contesting
251,5,1,"Before I commit to a donation, can you tell me how much actually goes to the children and how much goes to the organization itself?",Hesitance-Hesitance,Counter Argumentation-Contesting
252,6,1,What percentage of the donation actually goes to the children and how much goes to the administration of the charity?,Hesitance-Hesitance,Counter Argumentation-Contesting
253,7,1,I understand that but how much does the charity keep in order to keep the charity running,Hesitance-Hesitance,Counter Argumentation-Contesting
254,8,1,Where is the charity located?,Hesitance-Hesitance,Counter Argumentation-Contesting
255,9,1,"thank you for the information, I think I am ready to donate",Not-a-strategy,Counter Argumentation-Contesting
256,0,1,No i have not,Not-a-strategy,Counter Argumentation-Contesting
257,1,1,where are the children from?,Hesitance-Hesitance,Counter Argumentation-Contesting
258,2,1,Do you donate money?,Not-a-strategy,Counter Argumentation-Contesting
259,3,1,that is very true.,Not-a-strategy,Counter Argumentation-Contesting
260,3,1,do you donate often?,Not-a-strategy,Counter Argumentation-Contesting
261,4,1,yeah I try to do that too.,Not-a-strategy,Counter Argumentation-Contesting
262,4,1,It's hard to ensure the money goes to the actual children tho,Information Inquiry-Contesting,Counter Argumentation-Contesting
263,5,1,Oh i bet. I would love to hear stories about the children that have been saved,Not-a-strategy,Counter Argumentation-Contesting
264,6,1,does it have a website?,Hesitance-Hesitance,Counter Argumentation-Contesting
265,7,1,what is the website?,Not-a-strategy,Counter Argumentation-Contesting
266,8,1,thanks so much!,Not-a-strategy,Counter Argumentation-Contesting
267,9,1,Yes I would like to conate,Not-a-strategy,Counter Argumentation-Contesting
268,10,1,I would like to donate $10,Not-a-strategy,Counter Argumentation-Contesting
269,0,1,I have not.,Not-a-strategy,Counter Argumentation-Contesting
270,0,1,I am not sure I know what Save the Children is.,Not-a-strategy,Counter Argumentation-Contesting
271,1,1,Oh cool.,Not-a-strategy,Counter Argumentation-Contesting
272,1,1,Do they help people here in the USA?,Hesitance-Hesitance,Counter Argumentation-Contesting
273,2,1,"Yes, I know about Syria.",Not-a-strategy,Counter Argumentation-Contesting
274,2,1,I know hunger is a big issue for a lot of people in other countries.,Not-a-strategy,Counter Argumentation-Contesting
275,2,1,Do they provide food for these people?,Hesitance-Hesitance,Counter Argumentation-Contesting
276,3,1,Sounds like they do a lot of different things for people.,Not-a-strategy,Counter Argumentation-Contesting
277,4,1,I am not sure yet. What is their website?,Not-a-strategy,Counter Argumentation-Contesting
278,5,1,I will look at the website.,Not-a-strategy,Counter Argumentation-Contesting
279,5,1,Is the donation tax deductible?,Hesitance-Hesitance,Counter Argumentation-Contesting
280,6,1,Do I get anything for donating?,Not-a-strategy,Counter Argumentation-Contesting
281,7,1,"The photo would be nice, it would let me know and connect with someone I am helping.",Not-a-strategy,Counter Argumentation-Contesting
282,7,1,How do I know my money goes to the cause and not just to the pockets of the people that run it.,Information Inquiry-Contesting,Counter Argumentation-Contesting
283,8,1,How long has Save the Children been helping people all over the world?,Hesitance-Hesitance,Counter Argumentation-Contesting
284,9,1,yes I can donate.,Not-a-strategy,Counter Argumentation-Contesting
285,9,1,I don't have much. How about .25?,Not-a-strategy,Counter Argumentation-Contesting
286,0,1,I have not.,Not-a-strategy,Counter Argumentation-Contesting
287,0,1,What can you tell me about it?,Not-a-strategy,Counter Argumentation-Contesting
288,1,1,That sounds interesting.,Not-a-strategy,Counter Argumentation-Contesting
289,1,1,I am all for helping children in any way possible.,Not-a-strategy,Counter Argumentation-Contesting
290,2,1,I would want to do some research first but that would be a possibility.,Source Derogation-Contesting,Counter Argumentation-Contesting
291,2,1,I like to learn as much as I can about an organization before donating.,Not-a-strategy,Counter Argumentation-Contesting
292,3,1,Of course I do.,Not-a-strategy,Counter Argumentation-Contesting
293,3,1,I also want to make sure my donations are not going into the pockets of money hungry CEO's.,Information Inquiry-Contesting,Counter Argumentation-Contesting
294,3,1,How do you feel about that?,Not-a-strategy,Counter Argumentation-Contesting
295,4,1,How can you assure me?,Not-a-strategy,Counter Argumentation-Contesting
296,4,1,Do you work for them?,Not-a-strategy,Counter Argumentation-Contesting
297,5,1,"Save the Children International's CEO Helle Thorning-Schmidt earned $299,136 in 2017.",Not-a-strategy,Counter Argumentation-Contesting
298,5,1,Simple Google search.,Not-a-strategy,Counter Argumentation-Contesting
299,6,1,No its not.,Not-a-strategy,Counter Argumentation-Contesting
300,6,1,"However, that is only salary.",Not-a-strategy,Counter Argumentation-Contesting
301,6,1,It doesnt include extras that all CEO's receive.,Information Inquiry-Contesting,Counter Argumentation-Contesting
302,7,1,Have you personally donated?,Counter Argumentation-Contesting,Counter Argumentation-Contesting
303,8,1,That is impossible at this time.,Self Pity-Empowement,Counter Argumentation-Contesting
304,8,1,I just do not have the funds available.,Self Pity-Empowement,Counter Argumentation-Contesting
305,9,1,I chose to donate $0.,Self Pity-Empowement,Counter Argumentation-Contesting
306,0,1,I am good.,Not-a-strategy,Counter Argumentation-Contesting
307,0,1,It's really nice outside where I am so I am sitting outdoors.,Not-a-strategy,Counter Argumentation-Contesting
308,0,1,How are you,Not-a-strategy,Counter Argumentation-Contesting
309,1,1,I have to go to work at 11:30-6.,Not-a-strategy,Counter Argumentation-Contesting
310,1,1,"But its ok, I work every Sunday.",Not-a-strategy,Counter Argumentation-Contesting
311,1,1,So we are supposed to chat about a children's charity.,Not-a-strategy,Counter Argumentation-Contesting
312,1,1,What are your feelings?,Not-a-strategy,Counter Argumentation-Contesting
313,2,1,It's so sad to me that anyone should go without food in our modern world.,Not-a-strategy,Counter Argumentation-Contesting
314,2,1,So I would definitely be willing to help.,Not-a-strategy,Counter Argumentation-Contesting
315,3,1,I think the bonus of today is 2 dollars so maybe if we both give half of it?,Not-a-strategy,Counter Argumentation-Contesting
316,3,1,That is at least something.,Not-a-strategy,Counter Argumentation-Contesting
317,3,1,I only wish that our Government would help the poor more than they do.,Not-a-strategy,Counter Argumentation-Contesting
318,3,1,What do you think?,Not-a-strategy,Counter Argumentation-Contesting
319,4,1,So lets agree we both can give $1 of of bonus.,Not-a-strategy,Counter Argumentation-Contesting
320,5,1,Nice!!!,Not-a-strategy,Counter Argumentation-Contesting
321,5,1,It's not a huge amount but unfortunately I have expenses and 2 kids of my own to support.,Personal Choice-Empowerment,Counter Argumentation-Contesting
322,5,1,Do you have kids?,Not-a-strategy,Counter Argumentation-Contesting
323,6,1,I have not visited the site but I have heard of them before.,Not-a-strategy,Counter Argumentation-Contesting
324,6,1,I am one of those people who cant watch the commercials of the suffering kids or pets.,Not-a-strategy,Counter Argumentation-Contesting
325,6,1,It really upsets me,Not-a-strategy,Counter Argumentation-Contesting
326,7,1,A little bit but not much.,Not-a-strategy,Counter Argumentation-Contesting
327,7,1,I have been following politics and things are going crazy.,Not-a-strategy,Counter Argumentation-Contesting
