,Turn,Text,True,Pred,Don_true,Don_pred
160,0,Good morning!,0,0,1,0.7988488674163818
161,0,I may be.  What are the cosmetic issues?,1,5,1,0.4525999426841736
162,0,Well I had this bike for several years and it has been up and down on many trails.  I took great care of it and it has all new hardware.  THe frame just has some wear and tear on it that doesn't hurt any performance issues.,0,0,1,0.36665382981300354
163,0,"Is there a warranty?  If so, how long?",5,5,1,0.3492434620857239
164,0,Well I am asking 100 for this bike and it doesn't come with a warranty.,0,0,1,0.37041279673576355
165,0,Will you deliver the bike to my home?  Assume we live in the same city.,6,6,1,0.3477858304977417
166,0,I will deliver it.,0,0,1,0.7900917530059814
167,0,"Any additional parts included?  New tires, brake pads, etc?",6,5,1,0.8316710591316223
168,0,"No, just waht you see in the picture.",0,0,1,0.5172632336616516
169,0,How flexible are you with the price.  $100 is pretty high.,4,4,1,0.6890466809272766
170,0,"Well, If you come pick it up I can drop it down to 90",6,6,1,0.4255639612674713
171,0,I'll enter my price now.  I'll pay cash and pick up the bike at your convenience today or tomorrow if you accept.  Look forward to meeting you.,6,6,1,0.6653556227684021
172,0,"Hello, I am interested in the home you have listed.",0,0,0,0.2689414322376251
173,0,"Great! I realize I forgot to put the price in the advertisement. It's $1,800 per month and has fantastic, private views of a golf course, which you will have access to",0,0,0,0.33499857783317566
174,0,Are there any utilities included?,5,5,0,0.3396170735359192
175,0,"Utilities are not included but the home is equipped with central AC and heating! Plus, a private back yard and patio",0,0,0,0.3406536281108856
176,0,How many cars can fit in the garage? Is it gas or electric or both?,5,5,0,0.3408864736557007
177,0,"The garage has plenty of storage so I think it fits 2 cars. No gas, only electric.",0,0,0,0.3409387767314911
178,0,"Okay, is there access to any swimming pools?",5,5,0,0.34095054864883423
179,0,"No pool, sorry, but you will be close by to the ferry that goes to San Fransisco, plus the house has ceiling fans throughout to keep you cool, along with dual pane windows to save on energy costs",0,0,0,0.34095320105552673
180,0,"Okay, I was really hoping there was some close access to swimming pools. I am however still very interested in this house. Would you be willing to negotiate on the monthly price considering there are no utilities included and no swimming pool access?",2,2,0,0.3412112295627594
181,0,"Yes, i am willing to negotiate. What price were you thinking?",0,0,0,0.38149604201316833
182,0,Would you be willing to do $1500 a month?,4,4,0,0.3503824770450592
183,0,"Absolutely, Partner, you've got a deal!",0,0,0,0.729768693447113
184,0,Great! Thank you!,0,0,0,0.5529528260231018
185,0,Hello are you intersted in this house?,0,0,0,0.2785515785217285
186,0,"hi yes I am, how  many square fot",5,0,0,0.3378016948699951
187,0,It offers 600 sf and if you add in the garage it is 900 sf.,0,6,0,0.7780413031578064
188,0,"sounds good, what year is the house",5,5,0,0.45670461654663086
189,0,It was built in 1983 and it is a very well kept house!,0,0,0,0.37872743606567383
190,0,what the roof's condition ?,5,5,0,0.36056095361709595
191,0,"Its a little rough, but doable.",0,0,0,0.3563832640647888
192,0,"ok so lets get down to buisiness, how low can you let it go ?",0,4,0,0.7094688415527344
193,0,"I can sell it for 1845 a month for a 1 year price, or possibly lower if you are interested in a 2 year lease.",4,6,0,0.4501250088214874
194,0,"ok I m not  going to lie to you, I want three years but the price has to go down to 1600, is this fair enough",6,4,0,0.3771805465221405
195,0,Yes,0,0,0,0.35767948627471924
196,0,Hi there,0,0,1,0.7144166231155396
197,0,"Hi, how much are you selling the iPhone for?",0,5,1,0.8413634300231934
198,0,I'm selling it for 350!,4,0,1,0.8594048023223877
199,0,"That's strange, that isn't the list price. I'll give you $100 for it.",4,2,1,0.8597718477249146
200,0,It isn't?,0,4,1,0.8652697205543518
201,0,Perhaps mine is different than yours,0,0,1,0.8620626926422119
202,0,"Huh that's interesting, I'll sell it for 300? Is that a better price for you? Do you want more info about the phone?",4,5,1,0.8600919246673584
203,0,What condition is it in? Does it come with any other items than just the phone? How long has it been used for?,5,1,1,0.8369476199150085
204,0,It looks brand new and in new conditipn,0,0,1,0.4594847857952118
205,0,I'll give you $125 for it,4,4,1,0.804313600063324
206,0,"It also comes with a case and a screen cover. This is a steal and a on iPhone 6, with extended memory of 64 gigs",2,2,1,0.45123419165611267
207,0,200$?,4,4,1,0.36806923151016235
208,0,I'll give it for you for 275 and I'll even drive it over to you and I can put warranty on it to make it so if something breaks you can get it fixed for free!,6,6,1,0.7895243167877197
209,0,"Okay, that's a deal",0,0,1,0.8568682074546814
210,0,"Hey, nice house you have here, when was it built?",5,5,0,0.686933159828186
211,0,"Hey, I do not know what year the house was built",0,0,0,0.4224049746990204
212,0,"Oh okay, well is the inside clean? No marks on the floors etc?",1,1,0,0.7699847221374512
213,0,The home has been wonderfully maintained,0,0,0,0.44278743863105774
214,0,"Is there anything you can throw in, or suggest is special about the house? Our budget is about $2000..",6,7,0,0.7735748291015625
215,0,"The property is in a great neighborhood, the bathroom and kitchen are upgraded and it's conveniently located.",0,2,0,0.7779213786125183
216,0,Any schools or transportation nearby? We're going to have kids soon,5,5,0,0.8268895745277405
217,0,There is a carpool pickup spot nearby and the house is near several parks for the kids,0,0,0,0.4611256718635559
218,0,"Sounds great, how does 2200 sound?",4,4,0,0.719330906867981
219,0,"I'm sorry, but I couldn't go any lower than $3000",4,4,0,0.8183415532112122
220,0,"Oh okay, that's way above our budget. Thanks for showing me the house today.",7,0,0,0.4547249674797058
221,0,Hello.,0,0,1,0.2689414322376251
222,0,Hello to you friend,0,0,1,0.644126296043396
223,0,"Yes, I'm interested in this dresser from your ad?",0,0,1,0.41462644934654236
224,0,"Well its a great set, the night stand is included with the price. Now I do need this picked up by Sat. will that work for you?",6,0,1,0.3612923324108124
225,0,"Well, the ad says it's missing a handle, is there anything else wrong with it?",1,1,1,0.3490781784057617
226,0,"It's true the handle is unattached, but as it also states the handle is with the dresser. There are a small number of beauty marks from regular use, but other the the handle, no noticeable damage.",0,0,1,0.3428720533847809
227,0,"Well, I'm interested, but considering the need to repair the handle, I'd like to pay $75.",2,2,1,0.7927806377410889
228,0,"That is less than I paid for the night stand alone, that is unacceptable. If the handle is a concern, I can however lower the total price to 175.",2,6,1,0.4485477805137634
229,0,"Well, I'd be willing to come pick it up, but I really couldn't go more than $110.",6,6,1,0.36807793378829956
230,0,"150 is my lowest price, or I can find another buyer",3,3,1,0.3506215512752533
231,0,"Well, okay, 150 it is.",0,0,1,0.6730998754501343
232,0,agreed,0,0,1,0.8418415784835815
233,0,Can you finish telling me how to check if the phone is genuine?,5,5,1,0.2689558267593384
234,0,You have to reboot the iphone and you will see an android logo when the phone reboots.,0,0,1,0.3249656856060028
235,0,Hmm... Why would an iPhone show an Android logo?,1,1,1,0.34136590361595154
236,0,Sry..I miss typed that. If it shows the android logo it is not genuine.  Mine are.  I can send you a link to check it out for yourself.,0,0,1,0.3410465717315674
237,0,"Okay, I see. What is the condition of the phone?Any scratches or cracked glass?",1,1,1,0.7419324517250061
238,0,"No, no scratches or cracked glass, they are new in the box.  Never opened.",0,0,1,0.43583884835243225
239,0,How much memory?,5,5,1,0.3626021146774292
240,0,64GB,0,0,1,0.34583503007888794
241,0,"That's really good. I don't have a lot of money right now, but I don't want to keep using my brother's hand me down phone. Can you go down to $500?",7,7,1,0.7933767437934875
242,0,I understand that.  The lowest I can go is 550...they are brand new afterall.,2,3,1,0.8572877049446106
243,0,"I understand. Could you throw in some headphones? If you do, I'll go the $550.",6,6,1,0.6585538983345032
244,0,I can deliver it for 550 but I don't have headphones.  You can pick up some on Amazon relatively cheap or Craiglist.,0,6,1,0.612568736076355
245,0,Is the phone unlocked?,5,1,1,0.5879238843917847
246,0,yes it is and can use most any network,0,0,1,0.4850863516330719
247,0,"Okay then, I'll take the $550 and you deliver it.",0,6,1,0.8152742385864258
248,0,great!  I'll see you soon.,0,0,1,0.8599110841751099
249,0,Are the stools still for sale?,0,0,0,0.2701224386692047
250,0,Yes,0,0,0,0.32522162795066833
251,0,Are they in good condition? Any wear and tear?,1,1,0,0.3376080393791199
252,0,They are in like new condition,0,0,0,0.3415502607822418
253,0,Would you be willing to lower the price?,0,4,0,0.34698009490966797
254,0,Yes,0,0,0,0.34321853518486023
255,0,I'll give you 30 for them.,4,4,0,0.34164437651634216
256,0,That's awfully low. I can do 55,4,4,0,0.34245842695236206
257,0,"Stools like this are worth $50 new, these are used. I'll do 40.",2,2,0,0.3412921130657196
258,0,Ok I can do that.,0,0,0,0.38420814275741577
259,0,Hello there. Are you still selling the Mazda?,0,0,1,0.5931590795516968
260,0,Yes the Mazda is still for sale.,0,0,1,0.406637042760849
261,0,Excellent. How many miles does it have on it? Does it run good?,5,5,1,0.7232056260108948
262,0,It has 113k miles on it and it runs good.,0,0,1,0.4950214624404907
263,0,Nice. Okay are you firm on the price or is there room to negotiate?,0,4,1,0.6013838648796082
264,0,I can negotiate but serious offers only please.,0,0,1,0.45203885436058044
265,0,"I see these Mazdas going for around 2200 for that mileage, would you take that price?",4,2,1,0.7322014570236206
266,0,That seems a little on the low side how about we do 2700?,4,4,1,0.4334949851036072
267,0,2400 and I'll pay today in cash and take it off your hands.,6,6,1,0.36577680706977844
268,0,2500 and you have a deal.,3,3,1,0.7149521708488464
269,0,Okay that works for me!,0,0,1,0.8474479913711548
270,0,"Hello, how much would you like to offer me?",0,0,1,0.7273696660995483
271,0,Hello. I'm interested in  your handmade kitchen island cart.,0,0,1,0.5949251651763916
272,0,I am looking for around $350 but i can negotiate,0,0,1,0.716258704662323
273,0,That price is quite steep.,4,4,1,0.8451668620109558
274,0,What is your best offer?,0,0,1,0.8612926602363586
275,0,It depends. Was the cart professionally made or handmade by you?,5,5,1,0.8638371825218201
276,0,Handmade by me,0,0,1,0.6996174454689026
277,0,Is the top pine just like the base?,5,5,1,0.8429766297340393
278,0,It is all pine,0,0,1,0.7805232405662537
279,0,How old is it?,5,1,1,0.44693267345428467
280,0,less than 1 year olf,0,0,1,0.37636154890060425
281,0,How many shelves does it have?,5,5,1,0.7961822748184204
282,0,two locking shelfs. I can deliver it for free,6,0,1,0.8492663502693176
283,0,Great. And how wide is it? I need it to fit well in my kitchen.,5,5,1,0.8624165058135986
284,0,Approxiametly 45 inches,0,0,1,0.47443458437919617
285,0,That sounds perfect. Would you take $120 for it?,4,4,1,0.8108222484588623
286,0,Lowest i'm willing to take is $150,3,3,1,0.8577910661697388
287,0,"With free delivery, I can do that. $150 is fair.",0,6,1,0.8627970218658447
288,0,Nice doing business with you.,0,0,1,0.8656107783317566
289,0,Hi,0,0,1,0.2689432203769684
290,0,"Hello, I'm interesting in getting rid of this table asap.  Are you interested in buying it?",0,0,1,0.32496488094329834
291,0,Yes. Is it in good condition? I think it looks very beautiful.,5,5,1,0.3918170630931854
292,0,"Thank you.  It's in excellent condition.  Can be used as a sofa table or dining room table.  It has 4 extension leaves, custom glass cut to fit game table size.  It is a great table.  I'm asking $1000 but might be willing to negotiate.",0,2,1,0.3889704942703247
293,0,Can you go lower to about 500 dollars? I am on a tight budget right now.,7,7,1,0.8001157641410828
294,0,"I understand a tight budget, but you are getting a three in one beautiful all wood table.  If you are willing to pick it up I'll accept $750",6,6,1,0.4509147107601166
295,0,"I am willing to pick it up. But, I would like to pay 700 for it. Is that okay?",4,4,1,0.4031050205230713
296,0,Well it's less than I'm asking but I'll accept $700 provided you pick it up tonight.,6,6,1,0.4105866253376007
297,0,I will. Is it a deal?,0,0,1,0.8025150299072266
298,0,Deal!,0,0,1,0.8582173585891724
299,0,Hi- I saw your ad for the Bernal 2 bedroom.  Please tell me more.,0,0,1,0.28913286328315735
300,0,"Hello, yes! Its a great place. In California 2 baths, nice community, right with other shops. Need I say more?",0,0,1,0.7819976806640625
301,0,How old is the property?,5,5,1,0.8544839024543762
302,0,"I actually am not sure, but here is the link for more info.",0,0,1,0.8632674217224121
303,0,The square footage is a bit small for 3100.,0,4,1,0.8643009066581726
304,0,"I completely understand, but we put lots of work into this house. Its in great condition! How about 2800?",4,2,1,0.8644220232963562
305,0,"Why does the listing say ""Calling all mothers?""",5,1,1,0.8644362092018127
306,0,"It seems like a perfect place for a mother, but it could be for fathers too!",0,0,1,0.8644378781318665
307,0,what amenities does the apartment come with?,5,5,1,0.8644381165504456
308,0,"Parks, nice lawns, and resort style ammenities.",0,0,1,0.8644381165504456
309,0,that's it?,1,5,1,0.8644381165504456
310,0,Plenty more on our site.,0,0,1,0.47069865465164185
311,0,"I noticed it's near some busy streets, which will make the location loud and more unsafe.",1,1,1,0.7469215393066406
312,0,Not necessarily. Its a gated community still.,0,0,1,0.7367409467697144
313,0,I can move in immediately and pay 3 months up front if you acccept a monthly rent of 1550,6,6,1,0.7938520312309265
314,0,"Wow, thats so low. I was asking for 3,100. How about 2,000?",4,4,1,0.44883644580841064
315,0,1800 and you have a deal,3,3,1,0.8079974055290222
316,0,1950?,4,4,1,0.7484143972396851
317,0,1900,4,4,1,0.7936906218528748
318,0,1925?,4,4,1,0.46357446908950806
319,0,okay,0,0,1,0.5558298230171204
320,0,DEAL!,0,0,1,0.8231513500213623
321,0,"Hi I am interested, but would like to know more details.",0,0,1,0.3482140600681305
322,0,"It is a great unit, modern styling, appliances included. Centrally located.",0,0,1,0.6512488126754761
323,0,what is your smoking policy?,5,5,1,0.5060871839523315
324,0,"No smoking indoors, but it does have a back patio and you can smoke there.",0,0,1,0.6619265079498291
325,0,I don't smoke Just wanted to know if it was smoke free.Do you have a pet policy?,5,5,1,0.5087559819221497
326,0,"We allow are residents to have cats (there is a deposit for each one), no dogs.",0,0,1,0.6655565500259399
327,0,how much is that deposit?,0,5,1,0.5096632242202759
328,0,"Normally $200, but I'm willing to include that in the $2250.",0,0,1,0.5333740711212158
329,0,"Well that is nice, Are you willing to come down a little in the price?",0,4,1,0.3871203362941742
330,0,I am if you're not going to have a cat. I can do $2000 flat. That's as low as I'm authorized to go.,3,3,1,0.3793220520019531
331,0,Well I do have acat. I am wiling to pay the fee if you could do the place for 2025 or 2O00.. could that work?,4,6,1,0.37748780846595764
332,0,"No, I can do the $2000 + a reduced cat deposit of $100 ($2100 total), but I really can't go any lower.",3,3,1,0.43925291299819946
333,0,Okay that seems fair.,0,0,1,0.8081907033920288
334,0,"Hello, could I interest you in a great car?",0,0,1,0.2689570188522339
335,0,I am interested and am willing to pay 10500,4,4,1,0.32834821939468384
336,0,"Well, It is a great car and is like brand new.",0,0,1,0.33814483880996704
337,0,Okay well I can do 11000,4,4,1,0.34034082293510437
338,0,Do you want to know more about it first?,0,0,1,0.34083402156829834
339,0,Sure,0,0,1,0.3409448266029358
340,0,"It has great wheels, great gas mileage, can be picked up at the local dealer.",0,0,1,0.3409697115421295
341,0,Okay. I am willing to pay 12000,4,4,1,0.3409753143787384
342,0,Thats not even close. We are gonna have to get to at least 16 to talk. Is that a problem?,4,4,1,0.3409859836101532
343,0,How about 15000,4,4,1,0.3417555093765259
344,0,"16,500 and we have a deal.",3,3,1,0.7531987428665161
345,0,15000 is what I can afford at this time,7,7,1,0.795327365398407
