,Turn,Text,True,Pred
47,1,I hope you are well.,0,0
48,2,I think it is very important to help children that are less fortunate.,0,0
49,2,"Tell me more about ""Save the children.""",4,0
50,4,What service does this charity provide?,4,4
51,5,I like the sound of that.,0,0
52,5,Does it work by sponsoring a specific child who you get to know or does everything run through the organization?,4,4
53,6,That makes sense and I do like the money to be spread to everyone.,0,5
54,6,Is this primarily in African and South America?,4,4
55,8,How do we know that our donation is reaching those in need?,5,4
56,11,I hope that is the case as I hate to read about children in danger.,0,2
57,11,Is this donation a one-time thing?,4,0
58,13,I think I could donate $5.00.,0,0
59,15,You are welcome,0,0
60,16,I hope you have a great day as well!,0,0
61,1,I'm doing well thank you,0,0
62,2,That is absolutely terrible.,0,0
63,2,Are there any good charities that are helping on this issue?,4,4
64,3,How can someone help?,0,0
65,3,I would be willing to donate my time and perhaps some money.,0,0
66,4,How exactly does the money help the cause?,4,4
67,4,What's it spent on?,4,4
68,6,I'd be willing to donate a dollar or two,0,1
69,7,Perfect.,0,0
70,7,How do I donate then?,4,0
71,8,You need to type faster.,0,0
72,8,Our HITs are going to expire on us.,0,0
73,8,"I'd rather send the money on my accord, rather than have it deducted.",0,6
74,8,Where can I go to send it?,4,0
75,9,Ok i'll check it out.,0,1
76,9,thank you.,0,0
77,10,I'll donate right away.,0,1
78,10,thank you.,0,0
79,10,Are you going to donate too?,2,0
80,11,Awesome.,0,0
81,11,Have a wonderful day.,0,0
82,11,I hope those kids get the money they need.,0,0
83,0,"Hey, I am doing well",0,0
84,0,That is terrible.,0,0
85,0,Are there any charities that work in that area?,4,5
86,0,It hurts my heart when I see those children's charity commercials.,0,0
87,0,30 dollars a month can change a child's life,0,0
88,0,I know!,0,0
89,0,What a worthwhile cause!,0,0
90,0,"Yeah, I have used Gospel for Asia in the past",3,0
91,0,It feels good to make a difference if only for one child,0,0
92,0,That is freat!!,0,0
93,0,Good for you!,0,0
94,0,I may donate something!!,0,0
95,0,I am not sure,1,0
96,2,"Sure, as long as you can help me out as well... you see, I have a child that is overseas, in a warzone.",6,0
97,2,they are hungry and injured and also short,6,0
98,4,"yeah, i mean, i guess",0,0
99,5,what is save the children,4,4
100,7,do they help lots of kids,4,0
101,8,do they help kids in africa too,4,4
102,9,do they provide medical help too though?,4,4
103,10,"I see, and it's called Save the Children",0,0
104,12,Do they help adults?,4,0
105,13,"I see, and do they provide medical help as well?",4,4
106,16,"If you can promise me that none of the money will go to help ANY Muslim child, then I will donate two dollars from my payment",5,0
107,17,"then unfortunately, i cannot give any money",7,7
108,3,Do nothing about what?,4,0
109,5,That's awful.,0,0
110,5,Are you talking about around the world or in the states?,4,4
111,8,I totally agree.,0,0
112,8,There are people helping but its a drop in the bucket.,0,0
113,8,The kids dying is really disturbing.,0,0
114,8,They didn't choose that life.,0,0
115,12,Absolutely!,0,0
116,12,I think every little bit helps but as a whole it's not enough.,0,0
117,12,Have you ever donated?,2,0
118,18,That is great!,0,0
119,18,you sound very passionate about this subject.,0,0
120,18,I should do more to help.,0,0
121,22,That is an incredible figure!!!,0,0
122,22,62% is amazing.,0,0
123,22,What is the charity?,4,4
124,22,I may consider a donation.,0,0
125,26,That is convenient!!!,0,0
126,26,I will definitely do that.,0,0
127,26,At least a portion of it.,0,0
128,31,I need to think about it.,1,1
129,37,I hear ya!,0,0
130,37,I will donate I'm just not sure how much.,1,0
131,41,Thank you!,0,0
132,41,you have been great.,0,0
133,0,I DO,0,0
134,0,"To church, I return tithes and I also do the offerings",3,0
135,0,"no, can you tell me more about it?",4,4
136,0,nice!,0,0
137,0,I have a child so i'm all about helping kids,0,0
138,0,I would like to know more before i donate.,4,1
139,0,How do i know if it's a legit organization,5,5
140,0,interesting.,0,0
141,0,So if i donate will 100% of my donation go to a child?,5,2
142,0,i just don't know why i've never heard about it,5,5
143,0,"it is sad, i agree with you",0,0
144,0,that breaks my heart.,0,0
145,0,I would do anything to protect my son,0,0
146,0,"okay, I might donate",0,0
147,2,"Hi, I'm in Hawaii!",0,0
148,2,What kind of children's charities do you know about?,4,0
149,4,It sounds familiar.,0,0
150,4,What do they do?,4,0
151,8,"Sure, what is it?",4,0
152,9,They look really good.,0,0
153,9,I think I've seen their commercials.,5,0
154,13,I see.,0,0
155,13,It seems like they're involved in a lot of areas.,0,0
156,16,I would be fine with that.,0,0
157,16,I don't mind donating because I think the money is more important to them than it is to me.,5,1
158,20,How about .20?,0,0
159,24,That's nice.,0,0
160,24,I would like that.,0,0
161,27,"Ok, you too.",0,0
162,27,Glad this worked out!,0,0
163,28,"I think we have to complete 10 turns, so here's to another one!",0,0
164,28,Let's save the children together!,0,0
165,1,"I spend about 5 dollars a day, you?",0,0
166,3,I think it would in many places,0,0
167,5,No i am not can you explain?,4,0
168,6,Wow thats great.,0,0
169,6,How can I help?,0,0
170,7,Thank you.,0,0
171,7,How do i donate?,0,0
172,8,Ok i will donate some,0,0
173,11,Tha k you so much for the infkrmation,0,0
174,12,I will donate 10 cents,0,0
175,13,That is all i can afford,0,0
176,16,Tha k you for my awareness,0,0
177,1,What kind of children does it help?,4,4
178,2,What is the name of the organization?,0,4
179,3,How do they help children?,4,4
180,3,Food?,4,0
181,3,Clothing?,4,0
182,3,Shelter?,4,0
183,3,Education?,4,0
184,5,Is this charity local?,4,4
185,5,global?,4,0
186,5,Just in my country (United States)?,4,4
187,6,"I thinkit's important to support initiatives to help children get a good education, and have the things they need to go to school and learn.",0,0
188,6,How much should we donate?,0,0
189,8,"Sponsorship of a child might be interesting....I'd like to know what my donation is being used for, and that it's actually helping someone.",0,5
190,11,That is appealing.,0,0
191,11,Does the charity send updates on how the child is doing if I sponsor?,4,4
192,12,How does the sponsorship work?,4,4
193,12,Do I make a monthly donation?,4,0
194,12,I can't afford much.,6,0
195,12,What is the minimum dollar amount?,0,0
196,13,What do you think?,0,0
197,14,OK. Glad that we came to an agreement.,0,0
198,14,How do we end this task?,0,0
199,1,"No, to be honest I am doing this task to save up extra money for myself.",0,6
200,4,"I appreciate your position, but what exactly is Save the Children and how do I know that money will truly be used to help kids?",4,0
201,6,"It sounds like a good idea, but I often get peppered with requests to donate money to various charities -- when I donate I do it to causes that I know about.",3,0
202,6,If I donated to every cause I would be giving away a lot of money and I already lose 20% to taxes.,6,0
203,8,What exactly would that 30 cents be used for and how would it help?,4,0
204,8,What part of the world will it go to?,4,4
205,10,I have to respectfully question the necessity -- don't my taxes already go towards billions of dollars of foreign aid?,2,0
206,10,And why do so many of these countries continually need help?,2,0
207,12,I have seen some of the images and video of the civil war there.,0,0
208,13,True -- but how much money is currently being provided by US and NATO to help?,2,4
209,16,I have to question that they have provided only tents.,2,0
210,16,Many countries have absorbed many refugees and I am fairly certain that way more aid than tents has been provided.,2,0
211,18,It may -- but at this point I really still have no idea what Save the Children is and I would want to research it anyway before I would agree to give money to it.,1,5
212,19,"Additionally, I am just very skeptical of any organization that asks for money.",5,5
213,19,"I never know who is in charge, who is taking what, and where the money truly goes.",5,5
214,1,"Hi, how are you?",0,0
215,2,Thanks.,0,0
216,2,"We're here to talk about a children's charity, is that right?",0,0
217,6,What is the charity?,0,4
218,7,I've heard of them.,0,0
219,7,It's a good charity.,0,0
220,9,"The violence in Syria is one of the saddest things happening in the world today, as far as I know.",0,0
221,9,I heard a really heartbreaking interview with a Syrian child who lost his dad on NPR the other day.,0,0
222,10,I'm really sorry.,0,0
223,10,Does Save the Children help find a place for refugees?,4,0
224,11,Thanks.,0,0
225,11,"I don't have a lot of money, but I'll ask my family and friends to donate to them for my birthday.",0,6
226,11,For today I would like to donate $.30,0,0
227,13,"Thanks, you too.",0,0
228,13,I hope you're able to raise a lot of donations.,0,0
229,14,Is there anything else you can think of that we could do?,0,0
230,15,I will.,0,0
231,15,Good luck to you,0,0
232,2,"Good, thanks!",0,0
233,2,How are you?,0,0
234,4,In the past few years I rarely have.,0,0
235,5,"That seems so hard to believe, but I guess lots of pennies still add up!",0,0
236,6,"Wow, that definitely puts it in perspective!",0,0
237,7,I agree with you!,0,0
238,9,I have!,0,0
239,9,"I used to volunteer often, but I have so little time it feels like now!",0,0
240,11,You're right!,0,0
241,11,It doesn't take much sacrifice to think of small ways to help!,0,0
242,12,Haha that's true!,0,0
243,13,I think so!,0,0
244,14,I'm not sure!,0,0
245,14,What is the range of options?,0,0
246,3,good morning too and am also same as your location,0,0
247,7,ok what can i help with that,0,0
248,9,i did only charity walks and rare to take the donations,0,0
249,11,i also usually focus that,0,0
250,13,i mostly deal with friend and other persons,0,0
251,16,support children in more development country?,4,4
252,20,awareness is less than the more countries so they need some help,0,0
253,22,yes of course,0,0
254,26,no $5 to spend us,0,0
255,27,yes of course,0,0
256,1,"Hello, do you have any charities in mind that you support?",0,0
257,2,I've never heard of that one.,0,0
258,2,What is their goal?,4,4
259,3,Oh that is interesting.,0,0
260,3,Have you ever made a donation to them?,0,2
261,4,Nice!,0,0
262,4,How much do they recommend you donate?,0,0
263,6,I could definitely justify giving $20 to them.,0,0
264,8,"Sounds good, do I just go to the website to donate?",0,0
265,11,I will just go ahead and do the $20.,0,0
266,13,Thank you!,0,0
267,13,I am glad I found a charity I can support.,0,0
268,14,No problem.,0,0
269,14,I always like to help when I can.,0,0
270,16,Same to you!,0,0
271,16,The work you do is important.,0,0
272,0,"Yes, 2.",0,0
273,0,You?,0,0
274,0,I am.,0,0
275,0,"I tend to read news articles from aboard. BBC, ect.",0,0
276,0,I read that their are quite a few places that could use help.,0,0
277,0,"I have heard of them, but have not looked into what they do.",0,0
278,0,"That's very interesting, sounds like they do good work.",0,0
279,0,Do you know anyone that has worked for them?,4,0
280,0,Sounds like they do a lot of good for a lot of people around the world.,0,0
281,0,Are you involved with them at all?,0,2
282,0,I have.,0,0
283,0,"I donate to my local charities, plus the United Way.",0,3
284,0,I might.,1,1
285,0,I wonder sometimes how much of the actual money that gets donated goes to helping people and not into the pockets of those running the charity.,5,5
286,0,Well that seems better than some I have read about.,0,0
287,0,Have you ever donated to them?,0,2
288,0,I think I would donated to donate .50,0,0
289,0,Hey there how's it going?,0,0
290,0,Today is beautiful!!,0,0
291,0,I think it's time to take a walk a little later!,0,0
292,0,It depends on the charity!,0,0
293,0,There are some good ones and some that have turned out to be scams.,0,0
294,0,I have not!,0,0
295,0,Do you work for them or have you donated with them before?,0,0
296,0,What kind of stuff do they do to help the children?,4,4
297,0,Oh that's great!!,0,0
298,0,I think children deserve all the help they can get.,0,0
299,0,Is this an American charity?,4,0
300,0,I would possibly be interested in that.,0,1
301,0,How can I be sure that it will go where it's supposed to?,4,4
302,0,What are the typical donations to the charity like?,4,4
303,0,Unfortunately I am having some money troubles right now so it's a little hard for me to promise any significant amount of money at the moment.,6,6
304,0,I would be interested in donating five cents.,0,0
305,0,I could definitely do that.,0,0
306,0,Sorry I can't donate more :(,0,7
307,1,wow that is neat,0,0
308,2,that sounds expensive,6,0
309,3,how much do you give,0,0
310,4,ok how ill give that much,0,0
311,5,ok great im in,0,0
312,6,about thousand dollars at least,0,0
313,7,ok ill give that,0,0
314,8,oh at least a thousand,2,0
315,9,"yes, in fact ill most likely give ten thousand",2,0
316,10,oh thats good,0,0
317,1,I am good.,0,0
318,1,How are you?,0,0
319,2,I understand that.,0,0
320,2,So tell me about this charity.,4,0
321,4,I'm not sure that I have.,0,0
322,7,What kind of work do they do?,4,4
323,8,"Ok, that sounds good.",0,0
324,8,How do I know it is a legitimate charity?,5,5
325,10,That's good to know.,0,0
326,10,How long have they been around?,4,4
327,11,That's pretty impressive.,0,0
328,12,I just can't see doing that.,7,0
329,14,I understand that.,0,0
330,14,"But, I choose my own charities independently.",3,5
331,16,"Ok, you too!",0,0
332,0,I think I would be willing to donate a portion.,0,0
333,0,"Yes, that was going to be my next question.",0,0
334,0,What types of children's rights?,4,4
335,0,What type of people or who manages this fund?,4,4
336,0,Does Save the Children help children in the United States?,4,4
337,0,That is awesome.,0,0
338,0,I work hard to help children as well.,0,0
339,0,"I am curious why you chose the words ""rural America""?",0,0
340,0,"mmmm that is interesting, I did not know that statistic.",0,0
341,0,"I work with children more in an ""urban"" setting that are incredibly in bad circumstances.",3,0
342,0,I am interested.,0,0
343,0,I am curious if I can state if money goes to children in this country though?,0,4
344,0,That is awesome then I will donate $1.,0,0
345,0,"I feel very strongly about ""our own children"" !!",0,0
346,1,Hi.,0,0
347,1,"I really do not know much about children's charity, do you?",0,0
348,5,I think so.,0,0
349,5,Does it have commercials on tv?,4,0
350,7,"Does this charity help children in the United States, or do they deal mostly with children in African nations?",4,4
351,10,I will copy and save the website address.,0,1
352,10,What do volunteers do for this charity?,4,4
353,10,I ask that because volunteering would be easier for me than sending money.,3,0
354,13,That is awesome that your friend does that!,0,0
355,13,"I'm not a nurse though, and couldn't possibly travel to Africa or anywhere else.",0,5
356,17,"No, I honestly don't have any money.",6,6
357,17,"If I did have extra money, I would probably donate to St Jude's.",3,3
358,17,I have given a few extra cents sometimes at the checkout in grocery stores.,3,3
359,22,"No, not really.",7,7
360,22,I can count on one hand the number of times I've had starbucks coffee.,6,0
361,22,"Very rarely do I spend money on unnecessary things, money is that tight.",6,6
362,22,"I do feel bad there are starving kids in this world, but until my situation changes, there is nothing I can do for them or anyone else.",6,2
363,24,I've done that before on other tasks.,0,6
364,24,"Wouldn't it be easier for the research team to have their survey, and ask for donations at the end of the survey?",0,2
365,25,"So if my reward amount on this hit is .30 cents, just give ""Save the Children"" this .30 cents, and we will call this task complete.",0,0
366,27,"Thank you, you too.",0,0
367,0,Hi...,0,0
368,0,Fine...what about you..?,0,0
369,0,Why....What's happen and which think do you get upset...?,0,0
370,0,Yea...I am also feel bad that incident...,0,0
371,0,Ok ....what kind of charity to provide a donation...?,4,4
372,0,Yea...I was donate the charity of save the children.....,0,0
373,0,If did they amount was 0..,0,7
374,0,I was donate the amount of 10 cents......,0,0
375,0,Yea...It was feel good...what's about you...?,0,0
376,0,Yea..It's nice too hear....,0,0
377,0,Have a nice day!,0,0
378,1,I think I would like to donate 5,0,0
379,2,"Ok, I saw the website and I am willing to donate $10",0,0
380,5,I did not know that,0,0
381,7,"I was not aware of that fact, no.",0,0
382,19,"well, I've already promised 10.",0,0
383,19,My families poor too and I don't get a lot of extra stuff like drinks and snacks.,6,6
384,19,It's not easy for me to give anything and no charity has ever helped me.,6,3
385,19,I wonder how much their CEO makes for saving the children.,6,0
386,19,I'm guessing a lot more than me.,6,1
387,24,It is in fact 10 or 5% of my weekly income.,0,0
388,24,can I confirm that you would also like to donate 5% of yours?,0,0
389,26,I understand that we will both be donating.,0,0
390,26,I hope it is helpful to the children,0,0
391,28,"ok, got it.",0,0
392,28,cheers,0,0
393,29,I think charities would recieve a lot more if the country would go after the 1% to help,0,0
394,31,no problem.,0,0
395,31,thanks,0,0
396,1,I am well.,0,0
397,1,How are you?,0,0
398,3,Yes I have heard about it.,0,0
399,4,I am actually not sure.,0,0
400,4,I donate to charities often and can lose track of what I donate to.,0,0
401,6,That sounds good.,0,0
402,6,Tell me more.,0,0
403,7,"Okay, what are my options?",0,0
404,8,Do I have a choice of how much to donate?,0,4
405,9,I would like to donate half of my payment.,0,0
406,10,Thanks.,0,0
407,10,Is there anything else I need to do?,0,0
408,12,Okay.,0,0
409,12,"Well, it's been nice talking to you.",0,0
410,14,Have a good one!,0,0
411,1,No I havent.,0,0
412,1,What is it about?,4,4
413,2,No thank you.,7,0
414,4,I am already making a difference in many children lives.,3,3
415,5,I have donated 15 years of my life to charity,3,0
416,6,No thank you,7,7
417,7,No thank you,7,7
418,9,Where are those childrens parent?,0,4
419,10,My small change won't do a thing for those kids.,2,0
420,10,What they need is to be extracted from those countries so that they can have a better life not 0.25,0,0
421,14,"If it makes you happy, go ahead and take .50",0,0
422,15,No problem have a good night,0,0
423,1,hello how are oyu,0,0
424,2,ok great i have one for you also.,0,0
425,2,"i'm sure you love children, right?",0,0
426,3,of course or i wouldnt be online!,0,0
427,3,so have you ever considered donating to a charity for kids,0,0
428,5,"Oh yes, I have heard that they do very important work!",0,0
429,7,"Me too, if only we could help!",0,0
430,8,That is very sad.,0,0
431,8,I would like to donate money to a charity to help this cause,0,0
432,10,I think we should donate at least 17 dollars but less than 19 dollars,0,0
433,12,I could maybe do less as well?,0,0
434,12,How about 15?,0,0
435,15,That sounds good.,0,0
436,15,I agree to 20,0,0
437,18,hopefully many more people help out so that they can get food and medicine,0,0
438,0,Im very good how are you doing today?,0,0
439,0,No i would be interested in learning,0,0
440,0,Thats very beneficial.,0,0
441,0,Especially for third world country that have limited resources,0,0
442,0,If we can donate alot to these organizations alot can be accomplished in the world.,0,0
443,0,definitely.,0,0
444,0,The more the merrier however anything as little as 10 cents can make a huge impact,0,0
445,0,If we can get a group of Investors this organization can reach a larger spectrum,0,0
446,0,Yeah that means they need to develop a good marketing strategy to attract more attention,0,0
447,0,"Yea they should hire a specialist that can go into social media like Facebook, Instagram, and other sites to build a presence",0,0
448,0,Sure I like their mission and believe it can help a long way to help others,0,0
449,0,I would love to donate $.50 cents,0,0
450,1,Could you tell me more about the charity?,4,4
451,3,Where did you get that information and who specifically is the money going to?,4,4
452,5,People aren't likely to donate to charities that they know nothing about.,3,5
453,7,"I\'m not going to donate to some generic ""Save the Children"" charity with no information.",7,0
454,7,"So, do we need to chat back and forth a few for times for this to be over?",0,0
455,8,What's their website address?,4,4
456,9,Good to know.,0,0
457,9,I'm not going to donate.,7,1
458,10,Are you going to donate?,2,2
459,10,What is in it for you if I donate?,0,0
460,12,"I'd rather donate my time or if I do donate money, it will be to a charity that's important to me of my choosing.",3,6
461,14,I won't be donating as part of this survey.,7,0
462,15,I appreciate you trying to get me to though.,0,0
463,15,I've never been on an MTurk Hit like this.,0,0
464,2,"Hi, Yes I am",0,0
465,5,"Yes, I agree.",0,0
466,5,Helping children and pets is one of the donations I enjoy making and helping at the same time.,0,0
467,6,I was thinking to donate around 10 cents for save the children.,0,0
468,6,I hope that is adequate and helps them for food and shelter.,0,0
469,8,ok how about 20 cents.,0,0
470,8,I do want to help in anyway that I can.,0,0
471,13,yeah I heard a little bit about on how children are suffering.,0,0
472,13,I want to give a donation to help them.,0,0
473,13,I am glad I can help in anyway that I can.,0,0
474,16,"Yes, I believe it is good to be ethical.",0,0
475,16,And to help children and animals as much as we can.,0,0
476,16,Most of all save the children is a trustworthy organization which I trust to put my donations in with.,0,0
477,17,Yes that is correct,0,2
478,18,I feel that 20 cents is adequate for the donation.,0,0
479,18,I want to help in any way that I can.,0,0
480,18,Also I want to verify that this organization is most trusting.,0,3
481,21,thank you.,0,0
482,21,I wanted to help and want to help with a donation,0,0
483,22,what hobbies do you like?,0,0
484,22,and where are you from?,0,0
485,1,Hello there!,0,0
486,2,"Yes, what would this charity be doing to save the children?",4,0
487,3,What have they done in the past?,4,4
488,4,What countries have they been able to help?,4,4
489,6,"I am aware of the violence in Syria but what has ""Save the Children"" done to aid in health, education and safety?",4,4
490,8,Before I can donate I will need to know how this organization has help.,1,0
491,9,"How has ""Save the Children"" helped to aid in health, education and safety of the Syrian children?",4,0
492,11,Send over rights?,0,0
493,11,I do not understand.,0,4
494,11,"I also agreed to donate but before that I need more information, why do you keep asking me to donate?",0,1
495,13,"Exactly, in today\'s world one must be weary of scammers.",5,5
496,13,"Those who are really trying to do ""good"" for others will be more than happy to show proof of where donations are going or at least letting one know how those donations will be put to use.",5,0
497,13,Telling me where it goes really does nothing for me.,5,4
498,14,"Why the aggressive tone of me ""donating or not""?",0,2
499,1,They definitely do.,0,0
500,1,Do you participate in any local children's charities?,0,2
501,4,Right.,0,0
502,4,I used to tutor kids in my spare time in college.,0,0
503,4,I also tutored kids at a battered woman's shelter.,0,0
504,4,I have a bunch of baby clothes inwant to donate as well.,0,3
505,4,Helping children abroad is on my bucket list.,0,0
506,7,I saw a disheartening bstory on the news about some children that were injured due to that very violence.,0,0
507,7,What do you think is the best solution or way to help for the average person like you or Me to render aid?,0,4
508,9,So you think monetary donations are the best course of action?,0,4
509,9,"When iIsaid helping children around the world was on my bucket list (and iIshould not have ised that term, nor did I mean it lightly, I meant physically donating time and skills.",0,0
510,11,St Jude's is another great organisation.,0,3
511,14,I'm aware of how to donate and how easy it is.,0,2
512,14,You seem partial to save the children.,0,0
513,14,Do you have any personal connection with that charity?,0,5
514,18,I used to manage a store and we often picked childrens charities to give to.,0,3
515,18,It always bothered me when folks would say '' need y'all to donate to me' and then decline to donate.,0,2
516,18,"I think people fail to realize that without healthy, cared for, nurtured children, our future as a humanity becomes jeapodized.",0,0
517,21,I would be willing to donate the money from this task for sure.,0,0
518,22,I woiwo be willing to donate $2,0,0
519,25,Awesome.,0,0
520,25,Glad to know it will go to a child in need.,0,0
521,2,I am fine how are you?,0,0
522,4,well I have to go to work in a little while here how about you?,0,0
523,8,"Iwork in an office setting as well, I guess we are to talk about childrens charity's.",0,0
524,8,Do you donate to any on a regular base?,2,0
525,11,"I usually like to donate to more local charities, this way it seems safer to actually go where it is needed and it is for poor homeless kids around my own area",3,3
526,15,I could maybe help can you tell me more about it where is it based out of and how much will actually be used for the cause?,4,4
527,18,do you work for them directly how did you get involved in this?,2,0
528,22,"I understand that, and you guys raise money here on this site?",0,0
529,22,is that even worth it?,0,0
530,27,yes you can you can have my $0.30,0,0
531,31,and the money goes complety to the charity or does a part stay for handeling and administration,4,0
532,34,yes that would be great I would like to see that,0,0
533,1,What is the best organizations and charities for children?,0,0
534,4,I think I have heard of it.,0,0
535,4,Children really need people to help them.,0,0
536,4,"Oh, in answer to your first question I have not done a task like this before.",0,0
537,7,I would if I could.,0,0
538,7,I would like to go to some of the countries and help in person too.,0,0
539,9,I wouldb but I don't have any money right now.,6,6
540,11,I could donate 10 cents.,0,0
541,11,I wish I could more but I am trying to pay my bills with what I make here.,6,0
542,12,I could give 5 more cents but that is all for now.,0,0
543,13,"Yes, and I am sure they will appreciate and need it.",0,0
544,15,I just went there.,0,0
545,15,They have a lot of information there.,0,0
546,18,Yes.,0,0
547,18,Some of them are in school too.,0,0
548,18,They could use some of that money for school supplies.,0,0
549,19,You are welcome.,0,0
550,19,I might go back to the website to learn more.,1,0
551,2,"Hello, I am fine, how about you?",0,0
552,4,"Yes, I try to help time to time",0,0
553,5,"No, anything that catches my eyes, or I find them on gofundme, what about you?",0,0
554,7,"Yes, I've heard of it.",0,0
555,7,Can you please explain more about it?,4,4
556,10,I am interested in it.,0,0
557,10,I already checked their website.,0,0
558,10,Health and education both are important factors,0,0
559,15,Actually I like these kind of HITs.,0,0
560,15,I did few HITs before that asked me to donate my bonus or half of the reward.,0,0
561,15,I happily did.,0,0
562,15,I am sure there are people who need it more than me,0,0
563,17,"Yes, few dollars can save a child or can help a family to survive for a month.",0,0
564,17,How long have you worked there?,0,0
565,18,That is so nice of you.,0,0
566,18,It is a big thing to do.,0,0
567,18,Thinking about starving children makes me so sad.,0,0
568,18,I wish I could do more,0,0
569,20,"Yes you are right, I help as much as I can.",0,0
570,20,at least I try.,0,0
571,20,save the children sounds like an amazing organization.,0,0
572,20,They work in 120 countries already,0,4
573,21,Yes It looks like a trustworthy organization with no doubt.,0,2
574,21,I already read few of their reports on their website.,0,0
575,21,I wish they can help even more countries,0,0
576,25,"Thank you, I will do it for sure, have a nice day",0,0
577,1,Hey how are you today?,0,0
578,3,"Good, What do you think is the greatest social issue we are facing right now?",0,0
579,6,Yes I have- I feel its violence too,0,0
580,8,I believe it is- I've seen commericals for it on TV before....,0,0
581,8,have you?,0,0
582,10,Yes- I've donated to a similar charity before but it was based on supporting kids education,0,0
583,11,It would feed a child for almost 3 days.,0,0
584,14,I'm going to donate half .10 - So i Can feed a child for a day,0,0
585,15,Its paying me .30,0,0
586,16,I'm not doing half I'm doing a third.,0,0
587,18,"Yes I am,",0,0
588,0,"I'm not sure, what do they do for children?",4,4
589,0,sounds like a good charity.,0,0
590,0,I would consider it.,0,0
591,0,"What about Big Brother, Big Sister, they are very much in need of donations",2,5
592,0,What about helping children who are living in poverty in America.,2,0
593,0,There are thousands that need help,2,0
594,0,"Good point, I think I may consider it",1,0
595,0,how much of the donation would actually go to the kids>,4,0
596,0,I'm thinking about whether this is better than other charities I give to,1,0
597,0,"Perhaps people could go and help in person, rather than donating money?",2,5
598,0,How much is a good donation?,0,0
599,0,"Okay, I will make a donation for $10.",0,1
600,0,You convinced me that it's a worthwhile charity.,0,0
601,1,"Hi, I'm great, how are you?",0,0
602,2,"Yes, I have.",0,0
603,2,"I am not extremely familiar with them, but I have seen several ads for them.",0,0
604,4,"Yes, I would be happy to donate to that charity.",0,0
605,4,Do you have an amount in mind?,0,0
606,6,"I do, too.",0,0
607,6,I tend to find it easy to be sympathetic towards several different types of charities.,0,0
608,6,From what I have seen about Save the Children I've always been impressed with the work they do.,0,0
609,7,I agree.,0,0
610,7,I feel much better donating to places where I feel confident that the moneyis going to where they say it will.,0,0
611,7,I think Save the Children is the biggest charity of it's kind.,0,0
612,9,I'm like you.,0,0
613,9,I always try to donate anonymously.,0,0
614,9,I don't feel the need to be recognized for any good I can do.,0,0
615,11,That's funny that you mention that.,0,0
616,11,I always wonder how many people donate any bonuses that are offered to them.,0,0
617,11,I always donate most if not all of any money I am offered.,0,0
618,11,I figure that I wasn't expecting it to begin with so better to do some good however much.,0,0
619,13,"Yes, some of these Universities really impress me with how much they are willing to donate.",0,2
620,13,I know some of them getreally large amounts for studies and I appreciate when they use the money to do some good while gaining research.,0,0
621,16,"Yes, and then most are willing to provide proof that they actually donated money, so that is good.",0,0
622,18,"Thank you so much, same to you!",0,0
623,2,Fine.,0,0
624,2,What do you know about the charity?,4,0
625,2,What have you heard people say or have seen online about the charity?,4,0
