,Turn,Speaker,Text,True,Pred
98,9,1,I'd donate 50 cents of my payment.,Not-a-strategy,Information Inquiry-Contesting
99,0,1,Hello,Not-a-strategy,Information Inquiry-Contesting
100,1,1,I actually have not.,Not-a-strategy,Information Inquiry-Contesting
101,1,1,What do they do to help children?,Hesitance-Hesitance,Information Inquiry-Contesting
102,2,1,I'm glad a charity like that exists internationally.,Not-a-strategy,Information Inquiry-Contesting
103,3,1,"it does, and charities can go further with the amount of money donated.",Information Inquiry-Contesting,Information Inquiry-Contesting
104,4,1,It's sad to think being born in the wrong conditions can have such a lifelong impact.,Not-a-strategy,Information Inquiry-Contesting
105,5,1,"Hopefully, more the people born more lucky can lend a hand.",Not-a-strategy,Information Inquiry-Contesting
106,6,1,"Yes, absolutely.",Not-a-strategy,Information Inquiry-Contesting
107,6,1,I can donate $0.50.,Not-a-strategy,Information Inquiry-Contesting
108,7,1,"Yes, I am sure.",Not-a-strategy,Information Inquiry-Contesting
109,8,1,I understand.,Not-a-strategy,Information Inquiry-Contesting
110,8,1,"Unfortunately, I have to take care of my kids, too, and can't afford to help more.",Personal Choice-Empowerment,Information Inquiry-Contesting
111,9,1,I hope you do as well!,Not-a-strategy,Information Inquiry-Contesting
112,0,1,"Hi, I'm doing OK, how are you?",Not-a-strategy,Information Inquiry-Contesting
113,1,1,"Possibly, I'm not sure.",Source Derogation-Contesting,Information Inquiry-Contesting
114,1,1,I don't even know what the charity is.,Hesitance-Hesitance,Information Inquiry-Contesting
115,2,1,"Right, but I would like to know specifically what organization.",Hesitance-Hesitance,Information Inquiry-Contesting
116,3,1,Yes.,Not-a-strategy,Information Inquiry-Contesting
117,3,1,Are you planning to donate?,Counter Argumentation-Contesting,Information Inquiry-Contesting
118,4,1,OK.,Not-a-strategy,Information Inquiry-Contesting
119,4,1,"I only like to donate to reputable organizations, I am familiar with save the children, they often advertise.",Self Assertion-Empowerment,Information Inquiry-Contesting
120,5,1,"I'm not sure how this donation process will work, do you know the specifics?",Information Inquiry-Contesting,Information Inquiry-Contesting
121,5,1,I always like to know how the donations are spent.,Information Inquiry-Contesting,Information Inquiry-Contesting
122,6,1,thanks.,Not-a-strategy,Information Inquiry-Contesting
123,6,1,i wonder what a reasonable donation amount would be.,Not-a-strategy,Information Inquiry-Contesting
124,7,1,Great.,Not-a-strategy,Information Inquiry-Contesting
125,7,1,Then I will do it.,Not-a-strategy,Information Inquiry-Contesting
126,7,1,I usually donate to animal charities.,Self Assertion-Empowerment,Information Inquiry-Contesting
127,8,1,Good to know.,Not-a-strategy,Information Inquiry-Contesting
128,8,1,"Thanks for the info, guess I am skeptical.",Not-a-strategy,Information Inquiry-Contesting
129,9,1,It's good to be able to help someone else out and have it be easy and painless.,Not-a-strategy,Information Inquiry-Contesting
130,10,1,"thanks, same to you.",Not-a-strategy,Information Inquiry-Contesting
131,0,1,I've heard of them but other then that no not much how about you?,Hesitance-Hesitance,Information Inquiry-Contesting
132,1,1,"Well, that's a noble cause don't you think",Not-a-strategy,Information Inquiry-Contesting
133,2,1,"I can imagine, that is horrible.....",Not-a-strategy,Information Inquiry-Contesting
134,2,1,"to not be able to eat, or drink, and worry about being sick all the time",Not-a-strategy,Information Inquiry-Contesting
135,3,1,"well, I can't imagine anyone would much less a child....",Not-a-strategy,Information Inquiry-Contesting
136,4,1,not much maybe a couple dollars every few months,Not-a-strategy,Information Inquiry-Contesting
137,5,1,"I donate sometimes well, to other charities",Self Assertion-Empowerment,Information Inquiry-Contesting
138,6,1,"That's always good, it's not good to donate somewhere that they don't give to what they're supposed to be donating to",Information Inquiry-Contesting,Information Inquiry-Contesting
139,7,1,"Horrible, I know.....",Not-a-strategy,Information Inquiry-Contesting
140,7,1,war is like adults acting like children but worse because they know they're not showing regard to the people suffering,Not-a-strategy,Information Inquiry-Contesting
141,8,1,Of course I'll donate something,Not-a-strategy,Information Inquiry-Contesting
142,9,1,I'll donate $0.05,Not-a-strategy,Information Inquiry-Contesting
143,0,1,Hey hows it?,Hesitance-Hesitance,Information Inquiry-Contesting
144,0,1,Yeah I am interested to hear more.,Not-a-strategy,Information Inquiry-Contesting
145,1,1,Nearly 90?,Hesitance-Hesitance,Information Inquiry-Contesting
146,1,1,Where does the other money go?,Hesitance-Hesitance,Information Inquiry-Contesting
147,2,1,Well that is good.,Not-a-strategy,Information Inquiry-Contesting
148,2,1,I like that information out there.,Not-a-strategy,Information Inquiry-Contesting
149,3,1,There are many charities for children than just that one.,Self Assertion-Empowerment,Information Inquiry-Contesting
150,4,1,Wow thats way more than I would have thought.,Not-a-strategy,Information Inquiry-Contesting
151,5,1,Yes I would be willing to donate.,Not-a-strategy,Information Inquiry-Contesting
152,6,1,I can do that,Not-a-strategy,Information Inquiry-Contesting
153,7,1,Well it is not much but if everyone would give a little it would make a huge difference in this world we live in.,Counter Argumentation-Contesting,Information Inquiry-Contesting
154,8,1,Right on so I will give $0.15:),Not-a-strategy,Information Inquiry-Contesting
155,9,1,That is what I like to hear!,Not-a-strategy,Information Inquiry-Contesting
156,10,1,"You too,was a pleasure!",Not-a-strategy,Information Inquiry-Contesting
157,0,1,"No, I am not very familiar with that charity.",Hesitance-Hesitance,Information Inquiry-Contesting
158,1,1,It sounds like a meaningful charity.,Not-a-strategy,Information Inquiry-Contesting
159,2,1,Is it world wide.,Hesitance-Hesitance,Information Inquiry-Contesting
160,3,1,"Wow, that is intense.",Not-a-strategy,Information Inquiry-Contesting
161,4,1,"That is incredible, glad to here this charity exists.",Not-a-strategy,Information Inquiry-Contesting
162,5,1,I don't eat candy.,Counter Argumentation-Contesting,Information Inquiry-Contesting
163,6,1,I am on a very tight budget.,Personal Choice-Empowerment,Information Inquiry-Contesting
164,7,1,I can donate .10 of my mturk earnings.,Not-a-strategy,Information Inquiry-Contesting
165,8,1,That sounds great!,Not-a-strategy,Information Inquiry-Contesting
166,9,1,I am so glad to hear that!,Not-a-strategy,Information Inquiry-Contesting
167,0,1,yes i will.,Not-a-strategy,Information Inquiry-Contesting
168,1,1,"Sure, Do you like donations?",Counter Argumentation-Contesting,Information Inquiry-Contesting
169,2,1,"Definitely, Are you interested in such things?",Not-a-strategy,Information Inquiry-Contesting
170,3,1,Oh!,Not-a-strategy,Information Inquiry-Contesting
171,3,1,this is so good.,Not-a-strategy,Information Inquiry-Contesting
172,4,1,I know a little bit.,Not-a-strategy,Information Inquiry-Contesting
173,4,1,But do not fully know.,Hesitance-Hesitance,Information Inquiry-Contesting
174,5,1,Oh!,Not-a-strategy,Information Inquiry-Contesting
175,5,1,this is nice.,Not-a-strategy,Information Inquiry-Contesting
176,5,1,Thank you so much.,Not-a-strategy,Information Inquiry-Contesting
177,6,1,This is good thing.,Not-a-strategy,Information Inquiry-Contesting
178,6,1,I am more interested in this.,Not-a-strategy,Information Inquiry-Contesting
179,7,1,"Yes, But I remember what it gave me.",Self Assertion-Empowerment,Information Inquiry-Contesting
180,8,1,I think I can give $25.,Not-a-strategy,Information Inquiry-Contesting
181,9,1,The explanations you provided were very useful.,Not-a-strategy,Information Inquiry-Contesting
182,9,1,Thank you so much.,Not-a-strategy,Information Inquiry-Contesting
183,10,1,Yes i will.,Not-a-strategy,Information Inquiry-Contesting
184,11,1,"Thank you very much, have a nice day.",Not-a-strategy,Information Inquiry-Contesting
185,0,1,"doing fine, what about you",Not-a-strategy,Information Inquiry-Contesting
186,1,1,go ahead :),Not-a-strategy,Information Inquiry-Contesting
187,1,1,i'm listening,Not-a-strategy,Information Inquiry-Contesting
188,2,1,I don't think so.,Not-a-strategy,Information Inquiry-Contesting
189,3,1,such an important job!,Not-a-strategy,Information Inquiry-Contesting
190,3,1,Tell me more,Not-a-strategy,Information Inquiry-Contesting
191,4,1,so sad.,Not-a-strategy,Information Inquiry-Contesting
192,4,1,How can i help?,Not-a-strategy,Information Inquiry-Contesting
193,5,1,how do i know money will go to children and it's not a scam?,Information Inquiry-Contesting,Information Inquiry-Contesting
194,6,1,"great, let me check it out",Not-a-strategy,Information Inquiry-Contesting
195,7,1,so i like that 86% is going to the cause.,Not-a-strategy,Information Inquiry-Contesting
196,8,1,I probably will.,Not-a-strategy,Information Inquiry-Contesting
197,8,1,Is there a minimum i can donate?,Not-a-strategy,Information Inquiry-Contesting
198,9,1,"hmmm, let me think about it",Source Derogation-Contesting,Information Inquiry-Contesting
199,0,1,"Yes, I would donate some of my payment to help save children.",Not-a-strategy,Information Inquiry-Contesting
200,0,1,How about you?,Not-a-strategy,Information Inquiry-Contesting
201,0,1,Are we supposed to mutually agree to both give a certain amount?,Not-a-strategy,Information Inquiry-Contesting
202,1,1,I would be willing to give 10 cents of the 30 cent payment to help save children.,Not-a-strategy,Information Inquiry-Contesting
203,2,1,I'm good with them doing that.,Not-a-strategy,Information Inquiry-Contesting
204,2,1,Like mentioned I'm willing to give 10 cents of the 30 cents.,Not-a-strategy,Information Inquiry-Contesting
205,3,1,Are you willing to match my 10 cent donation to Save the Children,Not-a-strategy,Information Inquiry-Contesting
206,4,1,"Okay, so we are in agreement on the amount and donating, what else do we need to discuss?",Not-a-strategy,Information Inquiry-Contesting
207,4,1,More about the charity?,Not-a-strategy,Information Inquiry-Contesting
208,4,1,The instructions weren't super clear on my end.,Not-a-strategy,Information Inquiry-Contesting
209,5,1,I will donate 10 cents of my 30 cent payment.,Not-a-strategy,Information Inquiry-Contesting
210,5,1,"You shouldtype the samething and if perhaps if you know anything about the charity, share it?",Not-a-strategy,Information Inquiry-Contesting
211,6,1,"Okay,so we are in agreement on the paymentto the charity.",Not-a-strategy,Information Inquiry-Contesting
212,6,1,I assume save the children would be able helping children in three world countries.,Not-a-strategy,Information Inquiry-Contesting
213,6,1,I wish they were way more specific in the instructions on both ends.,Not-a-strategy,Information Inquiry-Contesting
214,7,1,"oh, I didn't know that I just assumed if we reached an agreement before that they would let us advance.",Not-a-strategy,Information Inquiry-Contesting
215,7,1,What do you know about this charity?,Not-a-strategy,Information Inquiry-Contesting
216,8,1,oh so specifically in third world countries were they are mistreated or does it include first world countries as well?,Not-a-strategy,Information Inquiry-Contesting
217,9,1,"Yes, they need all the help they can get there after the missiles and chemical attacks",Not-a-strategy,Information Inquiry-Contesting
218,0,1,Good morning.,Not-a-strategy,Information Inquiry-Contesting
219,0,1,How are you today?,Not-a-strategy,Information Inquiry-Contesting
220,1,1,I don't usually donate to charities.,Not-a-strategy,Information Inquiry-Contesting
221,1,1,Is that something that you personally do?,Not-a-strategy,Information Inquiry-Contesting
222,2,1,I like the fact that it's an international organization.,Not-a-strategy,Information Inquiry-Contesting
223,2,1,What kinds of things do children's charities do?,Hesitance-Hesitance,Information Inquiry-Contesting
224,3,1,I took a look at the website.,Not-a-strategy,Information Inquiry-Contesting
225,3,1,So it looks like the money goes toward health and education?,Hesitance-Hesitance,Information Inquiry-Contesting
226,3,1,Things like that?,Hesitance-Hesitance,Information Inquiry-Contesting
227,4,1,I'm still not sure.,Source Derogation-Contesting,Information Inquiry-Contesting
228,4,1,"I worry that my money won't actually go to the children, that it'll just be paying for someone's job at the charity.",Information Inquiry-Contesting,Information Inquiry-Contesting
229,5,1,Do you know how much of the donation goes to the children?,Hesitance-Hesitance,Information Inquiry-Contesting
230,5,1,"I heard that, with some organizations, only 10% of the money goes to the recipient!",Not-a-strategy,Information Inquiry-Contesting
231,6,1,That makes me feel much better.,Not-a-strategy,Information Inquiry-Contesting
232,6,1,"Does your organization provide receipts, for tax purposes?",Hesitance-Hesitance,Information Inquiry-Contesting
233,7,1,How does a person go about making a donation?,Not-a-strategy,Information Inquiry-Contesting
234,7,1,On the website?,Not-a-strategy,Information Inquiry-Contesting
235,8,1,What kind of payments do you take?,Not-a-strategy,Information Inquiry-Contesting
236,8,1,Do you take credit cards?,Not-a-strategy,Information Inquiry-Contesting
237,9,1,I think that you convinced me.,Not-a-strategy,Information Inquiry-Contesting
238,9,1,I'll definitely go and make a donation today.,Not-a-strategy,Information Inquiry-Contesting
239,0,1,"I'm good,how are you?",Not-a-strategy,Information Inquiry-Contesting
240,1,1,I give £3 a week so around £36 a year.,Not-a-strategy,Information Inquiry-Contesting
241,2,1,I pay money to the Royal National Institute for the Blind.,Not-a-strategy,Information Inquiry-Contesting
242,3,1,Yes.,Not-a-strategy,Information Inquiry-Contesting
243,3,1,I have seen their adverts and campaigns.,Not-a-strategy,Information Inquiry-Contesting
244,4,1,Yeah - all good things,Not-a-strategy,Information Inquiry-Contesting
245,5,1,They seem to be.,Not-a-strategy,Information Inquiry-Contesting
246,6,1,No.,Not-a-strategy,Information Inquiry-Contesting
247,6,1,I don't,Not-a-strategy,Information Inquiry-Contesting
248,7,1,A small part maybe.,Source Derogation-Contesting,Information Inquiry-Contesting
249,8,1,Excellent - how does it work,Not-a-strategy,Information Inquiry-Contesting
250,9,1,OK.,Not-a-strategy,Information Inquiry-Contesting
251,9,1,I will give $0.20,Not-a-strategy,Information Inquiry-Contesting
252,0,1,Good how are you?,Not-a-strategy,Information Inquiry-Contesting
253,1,1,I have heard of that organization.,Not-a-strategy,Information Inquiry-Contesting
254,1,1,I have seen a lot of commercials on TV for it.,Not-a-strategy,Information Inquiry-Contesting
255,2,1,Agreed.,Not-a-strategy,Information Inquiry-Contesting
256,2,1,Any organization who promotes rights for those who don't have the platform to speak up is a wonderful charity.,Not-a-strategy,Information Inquiry-Contesting
257,3,1,I have thought about it in the past.,Not-a-strategy,Information Inquiry-Contesting
258,4,1,Yes it is hard to tell whose interests really lie in the movement they promote.,Information Inquiry-Contesting,Information Inquiry-Contesting
259,4,1,"I like to research organizations first to see if the money I give is really going to the cause, or if it is wasted by high overhead costs.",Information Inquiry-Contesting,Information Inquiry-Contesting
260,5,1,Absolutely.,Not-a-strategy,Information Inquiry-Contesting
261,5,1,It makes you look at your own children (if you have any) and think if that was them how would I cope?,Not-a-strategy,Information Inquiry-Contesting
262,5,1,It's the reason I go to work everyday.,Not-a-strategy,Information Inquiry-Contesting
263,5,1,"To make sure that they have all that they need, and more than I ever had.",Not-a-strategy,Information Inquiry-Contesting
264,6,1,I did not.,Not-a-strategy,Information Inquiry-Contesting
265,7,1,How do I do that?,Not-a-strategy,Information Inquiry-Contesting
266,7,1,I would like to give 100% of the task payment.,Not-a-strategy,Information Inquiry-Contesting
267,8,1,Awesome.,Not-a-strategy,Information Inquiry-Contesting
268,8,1,I will do that.,Not-a-strategy,Information Inquiry-Contesting
269,9,1,"Yes, it will be nice to know that I was able to give to them.",Not-a-strategy,Information Inquiry-Contesting
270,0,1,hi,Not-a-strategy,Information Inquiry-Contesting
271,1,1,no I have not...what is it about?,Not-a-strategy,Information Inquiry-Contesting
272,2,1,ooo ok...thats good that there is a organization put together to help children in other countries,Not-a-strategy,Information Inquiry-Contesting
273,3,1,I will have to read up more about the organization before i just give my money up because there is fake charities in the world,Information Inquiry-Contesting,Information Inquiry-Contesting
274,4,1,Yes i understand that because every sunday i would go to the homeless shelter in my town and help collect clothes for the people that need it.it is something i do once a week because it is the right thing to do..,Self Assertion-Empowerment,Information Inquiry-Contesting
275,5,1,Yes i have read about that and that is said for those children...where are you from?,Not-a-strategy,Information Inquiry-Contesting
276,6,1,cool i never been how is it??,Not-a-strategy,Information Inquiry-Contesting
277,6,1,I live in new york,Not-a-strategy,Information Inquiry-Contesting
278,7,1,at the moment i would have to say 0 because i don't know to much about the charity...sorry,Counter Argumentation-Contesting,Information Inquiry-Contesting
279,8,1,yes everything is high priced,Not-a-strategy,Information Inquiry-Contesting
280,9,1,I will look at the website after this survey and read more about it..I promise,Source Derogation-Contesting,Information Inquiry-Contesting
281,0,1,I am good.,Not-a-strategy,Information Inquiry-Contesting
282,0,1,It's really nice outside where I am so I am sitting outdoors.,Not-a-strategy,Information Inquiry-Contesting
283,0,1,How are you,Not-a-strategy,Information Inquiry-Contesting
284,1,1,I have to go to work at 11:30-6.,Not-a-strategy,Information Inquiry-Contesting
285,1,1,"But its ok, I work every Sunday.",Not-a-strategy,Information Inquiry-Contesting
286,1,1,So we are supposed to chat about a children's charity.,Not-a-strategy,Information Inquiry-Contesting
287,1,1,What are your feelings?,Not-a-strategy,Information Inquiry-Contesting
288,2,1,It's so sad to me that anyone should go without food in our modern world.,Not-a-strategy,Information Inquiry-Contesting
289,2,1,So I would definitely be willing to help.,Not-a-strategy,Information Inquiry-Contesting
290,3,1,I think the bonus of today is 2 dollars so maybe if we both give half of it?,Not-a-strategy,Information Inquiry-Contesting
291,3,1,That is at least something.,Not-a-strategy,Information Inquiry-Contesting
292,3,1,I only wish that our Government would help the poor more than they do.,Not-a-strategy,Information Inquiry-Contesting
293,3,1,What do you think?,Not-a-strategy,Information Inquiry-Contesting
294,4,1,So lets agree we both can give $1 of of bonus.,Not-a-strategy,Information Inquiry-Contesting
295,5,1,Nice!!!,Not-a-strategy,Information Inquiry-Contesting
296,5,1,It's not a huge amount but unfortunately I have expenses and 2 kids of my own to support.,Personal Choice-Empowerment,Information Inquiry-Contesting
297,5,1,Do you have kids?,Not-a-strategy,Information Inquiry-Contesting
298,6,1,I have not visited the site but I have heard of them before.,Not-a-strategy,Information Inquiry-Contesting
299,6,1,I am one of those people who cant watch the commercials of the suffering kids or pets.,Not-a-strategy,Information Inquiry-Contesting
300,6,1,It really upsets me,Not-a-strategy,Information Inquiry-Contesting
301,7,1,A little bit but not much.,Not-a-strategy,Information Inquiry-Contesting
302,7,1,I have been following politics and things are going crazy.,Not-a-strategy,Information Inquiry-Contesting
303,7,1,I am hoping that things will change soon.,Not-a-strategy,Information Inquiry-Contesting
304,8,1,That is great that they are there helping.,Not-a-strategy,Information Inquiry-Contesting
305,8,1,Maybe they learned something from the mess in Puerto Rico.,Not-a-strategy,Information Inquiry-Contesting
306,8,1,The conditions there were really bad but the US gov really dropped the ball on helping.,Not-a-strategy,Information Inquiry-Contesting
307,9,1,Not really.,Not-a-strategy,Information Inquiry-Contesting
308,9,1,I truly believe that most charities are so needed in these times when the governments and the corporations aren't being super charitable.,Not-a-strategy,Information Inquiry-Contesting
309,9,1,I do like to look and see what the overhead is of the charities to see that the CEO”s aren't being overpaid,Not-a-strategy,Information Inquiry-Contesting
310,0,1,"Good morning, I think children are so important and charities that involve them are needed and we should participate our money or our time.",Not-a-strategy,Information Inquiry-Contesting
311,1,1,"Oh that's wonderful, what a great organization.",Not-a-strategy,Information Inquiry-Contesting
312,1,1,Where can I read more about this organization and possible give a donate?,Hesitance-Hesitance,Information Inquiry-Contesting
313,2,1,"Ok, I will consider doing that.",Source Derogation-Contesting,Information Inquiry-Contesting
314,2,1,What a great idea!,Not-a-strategy,Information Inquiry-Contesting
315,2,1,I would like to read a little about the charity before donating.,Source Derogation-Contesting,Information Inquiry-Contesting
316,2,1,How would I donate directly from this task?,Not-a-strategy,Information Inquiry-Contesting
317,3,1,I would like to donate 10 cents from this task to Save the Children please.,Not-a-strategy,Information Inquiry-Contesting
318,4,1,"Yes, thank you.",Not-a-strategy,Information Inquiry-Contesting
319,4,1,I am poor and I can relate to the children who are also poor.,Personal Choice-Empowerment,Information Inquiry-Contesting
